progress_id,student_id,module_id,course_id,start_date,completion_date,completion_status,time_spent_hours,progress_percentage
PRG0002319,STU00138,MOD00101,CRS013,2026-01-05,2026-01-18,In Progress,2.46,28
PRG0002320,STU00138,MOD00102,CRS013,2025-12-18,2026-01-22,In Progress,3.63,81
PRG0002321,STU00138,MOD00103,CRS013,2025-12-16,2026-02-04,Completed,8.6,2
PRG0002322,STU00138,MOD00104,CRS013,2025-12-31,2026-02-10,Completed,12.84,52
PRG0002323,STU00138,MOD00066,CRS009,2025-09-18,2025-09-17,Completed,7.34,54
PRG0002324,STU00138,MOD00067,CRS009,2025-08-29,2025-10-16,Completed,1.38,18
PRG0002325,STU00138,MOD00071,CRS009,2025-08-31,2025-09-17,Completed,7.06,5
PRG0002326,STU00138,MOD00072,CRS009,2025-09-11,2025-11-06,In Progress,2.87,46
PRG0002327,STU00138,MOD00121,CRS016,2026-03-01,2026-03-31,Completed,9.94,99
PRG0002328,STU00138,MOD00123,CRS016,2026-02-27,2026-02-08,Completed,5.87,15
PRG0002329,STU00138,MOD00124,CRS016,2026-02-09,2026-03-06,In Progress,3.96,61
PRG0002330,STU00138,MOD00126,CRS016,2026-03-02,2026-02-07,Not Started,6.99,69
PRG0002331,STU00138,MOD00146,CRS019,2026-01-25,2026-02-16,Completed,4.34,69
PRG0002332,STU00138,MOD00147,CRS019,2026-02-18,2026-03-20,Completed,7.99,23
PRG0002333,STU00138,MOD00148,CRS019,2026-02-08,2026-01-29,Completed,9.71,37
PRG0002334,STU00138,MOD00149,CRS019,2026-02-14,2026-04-16,Completed,2.81,56
PRG0002335,STU00138,MOD00150,CRS019,2026-01-30,2026-02-19,In Progress,3.87,96
PRG0002336,STU00138,MOD00151,CRS019,2026-01-25,2026-04-12,In Progress,3.19,43
PRG0002337,STU00138,MOD00152,CRS019,2026-02-10,2026-01-22,Completed,4.09,52
PRG0002338,STU00139,MOD00081,CRS011,2025-08-24,2025-10-02,Completed,1.68,88
PRG0002339,STU00139,MOD00082,CRS011,2025-09-17,2025-11-04,Completed,6.07,76
PRG0002340,STU00139,MOD00086,CRS011,2025-09-09,2025-11-10,In Progress,1.32,94
PRG0002341,STU00139,MOD00087,CRS011,2025-09-19,2025-10-05,Completed,1.07,24
PRG0002342,STU00139,MOD00088,CRS011,2025-08-27,2025-11-08,Completed,1.88,64
PRG0002343,STU00139,MOD00001,CRS001,2025-05-07,2025-07-10,In Progress,6.91,54
PRG0002344,STU00139,MOD00002,CRS001,2025-05-17,2025-07-20,Completed,2.86,26
PRG0002345,STU00139,MOD00003,CRS001,2025-04-28,2025-05-06,Completed,4.45,93
PRG0002346,STU00139,MOD00004,CRS001,2025-04-29,2025-06-21,Completed,3.53,59
PRG0002347,STU00139,MOD00006,CRS001,2025-05-04,2025-05-20,In Progress,4.74,77
PRG0002348,STU00139,MOD00007,CRS001,2025-05-15,2025-07-03,In Progress,8.01,16
PRG0002349,STU00139,MOD00008,CRS001,2025-05-11,2025-05-21,Completed,5.02,24
PRG0002350,STU00139,MOD00113,CRS015,2026-01-07,2026-01-03,In Progress,2.75,79
PRG0002351,STU00139,MOD00114,CRS015,2026-01-22,2026-01-28,Completed,1.17,98
PRG0002352,STU00139,MOD00115,CRS015,2026-01-03,2026-01-15,In Progress,1.41,94
PRG0002353,STU00139,MOD00116,CRS015,2026-01-05,2026-01-19,Completed,3.47,73
PRG0002354,STU00139,MOD00117,CRS015,2026-01-24,2026-02-05,In Progress,2.84,89
PRG0002355,STU00139,MOD00118,CRS015,2025-12-30,2026-01-30,In Progress,3.5,98
PRG0002356,STU00139,MOD00119,CRS015,2026-01-22,2026-02-08,Completed,5.38,61
PRG0002357,STU00139,MOD00120,CRS015,2026-01-15,2026-01-26,Completed,2.14,10
PRG0002358,STU00139,MOD00121,CRS016,2025-12-10,2025-12-30,In Progress,2.01,95
PRG0002359,STU00139,MOD00122,CRS016,2025-11-28,2026-01-13,Completed,3.27,43
PRG0002360,STU00139,MOD00123,CRS016,2025-12-15,2025-12-07,In Progress,12.23,28
PRG0002361,STU00139,MOD00124,CRS016,2025-11-24,2025-12-21,Completed,5.35,76
PRG0002362,STU00139,MOD00125,CRS016,2025-12-03,2026-01-07,In Progress,2.59,96
PRG0002363,STU00139,MOD00126,CRS016,2025-12-23,2026-02-08,Completed,4.07,22
PRG0002364,STU00139,MOD00127,CRS016,2025-11-30,2026-01-16,Completed,7.72,4
PRG0002365,STU00139,MOD00128,CRS016,2025-12-21,2026-02-05,In Progress,6.09,58
PRG0002366,STU00139,MOD00049,CRS007,2025-05-19,2025-06-13,Completed,2.35,33
PRG0002367,STU00139,MOD00050,CRS007,2025-05-18,2025-07-09,Completed,9.85,78
PRG0002368,STU00139,MOD00051,CRS007,2025-05-09,2025-07-02,In Progress,4.33,30
PRG0002369,STU00139,MOD00052,CRS007,2025-05-25,2025-07-18,Completed,5.01,55
PRG0002370,STU00139,MOD00053,CRS007,2025-05-06,2025-07-24,Completed,3.54,51
PRG0002371,STU00139,MOD00054,CRS007,2025-04-28,2025-07-11,Completed,2.27,67
PRG0002372,STU00139,MOD00055,CRS007,2025-05-24,2025-06-29,Not Started,2.51,15
PRG0002373,STU00139,MOD00056,CRS007,2025-05-11,2025-05-06,In Progress,1.29,63
PRG0002374,STU00140,MOD00065,CRS009,2025-07-23,2025-08-27,Completed,4.19,58
PRG0002375,STU00140,MOD00066,CRS009,2025-07-11,2025-09-07,Completed,7.48,7
PRG0002376,STU00140,MOD00067,CRS009,2025-07-21,2025-08-05,In Progress,3.76,84
PRG0002377,STU00140,MOD00068,CRS009,2025-06-27,2025-06-28,Completed,3.73,85
PRG0002378,STU00140,MOD00069,CRS009,2025-07-01,2025-09-03,Completed,7.49,2
PRG0002379,STU00140,MOD00070,CRS009,2025-07-21,2025-08-22,In Progress,11.51,69
PRG0002380,STU00140,MOD00071,CRS009,2025-07-02,2025-08-03,Completed,10.38,96
PRG0002381,STU00140,MOD00072,CRS009,2025-07-01,2025-08-24,Completed,4.39,72
PRG0002382,STU00141,MOD00145,CRS019,2025-09-19,2025-11-03,Completed,1.49,24
PRG0002383,STU00141,MOD00146,CRS019,2025-09-19,2025-09-27,In Progress,2.54,60
PRG0002384,STU00141,MOD00147,CRS019,2025-10-05,2025-09-17,In Progress,1.59,14
PRG0002385,STU00141,MOD00148,CRS019,2025-09-06,2025-09-24,Completed,11.48,65
PRG0002386,STU00141,MOD00149,CRS019,2025-09-28,2025-10-25,Completed,2.83,26
PRG0002387,STU00141,MOD00150,CRS019,2025-09-07,2025-10-14,Completed,9.6,15
PRG0002388,STU00141,MOD00151,CRS019,2025-09-23,2025-10-18,Completed,7.09,80
PRG0002389,STU00141,MOD00152,CRS019,2025-09-08,2025-10-11,Completed,1.12,82
PRG0002390,STU00141,MOD00025,CRS004,2026-03-17,2026-05-12,Completed,10.29,87
PRG0002391,STU00141,MOD00026,CRS004,2026-02-18,2026-04-20,Completed,4.61,3
PRG0002392,STU00141,MOD00027,CRS004,2026-02-19,2026-03-19,Not Started,1.41,91
PRG0002393,STU00141,MOD00028,CRS004,2026-03-17,2026-04-28,Completed,1.52,91
PRG0002394,STU00141,MOD00029,CRS004,2026-02-26,2026-02-24,Completed,2.16,38
PRG0002395,STU00141,MOD00030,CRS004,2026-03-06,2026-05-03,Completed,8.22,41
PRG0002396,STU00141,MOD00031,CRS004,2026-02-28,2026-03-26,In Progress,7.44,87
PRG0002397,STU00141,MOD00032,CRS004,2026-02-24,2026-05-04,Completed,6.47,16
PRG0002398,STU00141,MOD00113,CRS015,2025-11-03,2026-01-13,Completed,12.36,60
PRG0002399,STU00141,MOD00114,CRS015,2025-11-11,2025-12-22,Completed,3.53,88
PRG0002400,STU00141,MOD00115,CRS015,2025-11-24,2026-01-27,In Progress,1.39,23
PRG0002401,STU00141,MOD00116,CRS015,2025-11-08,2025-11-14,In Progress,1.27,44
PRG0002402,STU00141,MOD00117,CRS015,2025-11-18,2026-01-13,Completed,3.92,76
PRG0002403,STU00141,MOD00118,CRS015,2025-11-10,2025-11-13,Completed,2.89,67
PRG0002404,STU00141,MOD00119,CRS015,2025-11-02,2025-12-14,In Progress,2.06,26
PRG0002405,STU00141,MOD00120,CRS015,2025-11-23,2025-11-24,Completed,1.99,37
PRG0002406,STU00141,MOD00018,CRS003,2025-12-18,2026-01-18,Completed,9.9,74
PRG0002407,STU00141,MOD00020,CRS003,2025-12-20,2026-01-06,In Progress,1.22,9
PRG0002408,STU00141,MOD00022,CRS003,2025-11-25,2025-12-10,In Progress,2.89,90
PRG0002409,STU00142,MOD00073,CRS010,2026-01-26,2026-03-20,In Progress,1.91,99
PRG0002410,STU00142,MOD00074,CRS010,2026-01-31,2026-03-16,In Progress,1.08,26
PRG0002411,STU00142,MOD00075,CRS010,2026-02-04,2026-02-22,Not Started,6.53,39
PRG0002412,STU00142,MOD00076,CRS010,2026-02-10,2026-03-11,Completed,2.13,82
PRG0002413,STU00142,MOD00077,CRS010,2026-01-23,2026-02-13,Completed,1.22,96
PRG0002414,STU00142,MOD00078,CRS010,2026-01-29,2026-02-10,Completed,2.46,60
PRG0002415,STU00142,MOD00079,CRS010,2026-02-09,2026-03-23,Completed,2.65,51
PRG0002416,STU00142,MOD00080,CRS010,2026-01-24,2026-02-20,In Progress,1.46,14
PRG0002417,STU00142,MOD00153,CRS020,2025-07-11,2025-08-15,Completed,3.5,94
PRG0002418,STU00142,MOD00156,CRS020,2025-07-24,2025-07-24,Completed,5.01,74
PRG0002419,STU00142,MOD00157,CRS020,2025-08-04,2025-08-24,Completed,1.26,55
PRG0002420,STU00142,MOD00158,CRS020,2025-07-13,2025-09-06,In Progress,1.45,64
PRG0002421,STU00142,MOD00159,CRS020,2025-08-06,2025-07-24,Completed,14.69,31
PRG0002422,STU00142,MOD00160,CRS020,2025-08-06,2025-08-03,Completed,2.85,6
PRG0002423,STU00142,MOD00146,CRS019,2025-12-16,2025-12-10,Completed,2.54,44
PRG0002424,STU00142,MOD00149,CRS019,2025-12-01,2026-02-01,Completed,3.33,79
PRG0002425,STU00142,MOD00152,CRS019,2025-12-23,2025-12-06,Completed,4.73,96
PRG0002426,STU00142,MOD00097,CRS013,2025-11-27,2026-01-22,Completed,8.68,91
PRG0002427,STU00142,MOD00098,CRS013,2025-12-07,2025-12-03,Completed,7.18,72
PRG0002428,STU00142,MOD00099,CRS013,2025-12-16,2026-01-20,Completed,2.93,13
PRG0002429,STU00142,MOD00100,CRS013,2025-12-06,2026-02-13,Completed,3.57,18
PRG0002430,STU00142,MOD00101,CRS013,2025-12-27,2026-01-27,Completed,1.88,93
PRG0002431,STU00142,MOD00102,CRS013,2025-11-28,2026-02-10,Completed,5.5,43
PRG0002432,STU00142,MOD00103,CRS013,2025-12-01,2025-12-14,Completed,7.97,15
PRG0002433,STU00142,MOD00104,CRS013,2025-12-05,2026-01-28,Completed,8.91,76
PRG0002434,STU00143,MOD00121,CRS016,2026-04-03,2026-03-27,In Progress,7.62,42
PRG0002435,STU00143,MOD00124,CRS016,2026-03-25,2026-03-28,Completed,1.16,5
PRG0002436,STU00143,MOD00126,CRS016,2026-04-07,2026-05-30,Not Started,6.25,75
PRG0002437,STU00143,MOD00128,CRS016,2026-03-28,2026-04-01,Not Started,5.1,62
PRG0002438,STU00143,MOD00073,CRS010,2026-03-23,2026-04-12,In Progress,6.04,94
PRG0002439,STU00143,MOD00074,CRS010,2026-03-15,2026-04-09,In Progress,5.01,14
PRG0002440,STU00143,MOD00075,CRS010,2026-03-23,2026-05-02,Not Started,11.99,77
PRG0002441,STU00143,MOD00076,CRS010,2026-04-11,2026-03-24,Not Started,2.87,4
PRG0002442,STU00143,MOD00077,CRS010,2026-04-11,2026-04-16,Completed,5.47,79
PRG0002443,STU00143,MOD00078,CRS010,2026-04-04,2026-03-27,Not Started,2.93,61
PRG0002444,STU00143,MOD00079,CRS010,2026-03-27,2026-04-22,Completed,3.77,31
PRG0002445,STU00143,MOD00080,CRS010,2026-04-05,2026-06-07,In Progress,1.0,53
PRG0002446,STU00143,MOD00105,CRS014,2025-06-19,2025-07-10,Completed,12.33,78
PRG0002447,STU00143,MOD00106,CRS014,2025-07-13,2025-07-18,Completed,3.3,1
PRG0002448,STU00143,MOD00107,CRS014,2025-06-15,2025-06-28,Completed,8.66,65
PRG0002449,STU00143,MOD00108,CRS014,2025-06-29,2025-07-06,Completed,1.03,87
PRG0002450,STU00143,MOD00109,CRS014,2025-07-07,2025-08-19,In Progress,10.85,36
PRG0002451,STU00143,MOD00110,CRS014,2025-07-03,2025-09-05,In Progress,2.38,6
PRG0002452,STU00143,MOD00111,CRS014,2025-07-06,2025-09-09,Completed,7.97,32
PRG0002453,STU00143,MOD00112,CRS014,2025-06-26,2025-07-09,Completed,6.73,36
PRG0002454,STU00143,MOD00097,CRS013,2025-05-31,2025-05-20,In Progress,2.64,74
PRG0002455,STU00143,MOD00101,CRS013,2025-05-26,2025-07-21,Not Started,4.02,27
PRG0002456,STU00143,MOD00104,CRS013,2025-05-13,2025-07-17,Completed,14.08,78
PRG0002457,STU00143,MOD00057,CRS008,2025-08-11,2025-08-21,Completed,8.65,20
PRG0002458,STU00143,MOD00059,CRS008,2025-08-05,2025-08-19,Completed,7.08,77
PRG0002459,STU00143,MOD00064,CRS008,2025-08-06,2025-09-19,Completed,8.36,17
PRG0002460,STU00144,MOD00081,CRS011,2025-05-25,2025-07-06,Not Started,1.91,86
PRG0002461,STU00144,MOD00085,CRS011,2025-05-17,2025-06-03,Not Started,4.14,86
PRG0002462,STU00144,MOD00041,CRS006,2025-05-29,2025-08-16,In Progress,3.81,12
PRG0002463,STU00144,MOD00042,CRS006,2025-05-24,2025-07-01,In Progress,10.87,73
PRG0002464,STU00144,MOD00043,CRS006,2025-06-18,2025-06-14,Completed,2.27,91
PRG0002465,STU00144,MOD00044,CRS006,2025-06-16,2025-07-13,Completed,1.64,81
PRG0002466,STU00144,MOD00045,CRS006,2025-06-05,2025-08-02,Completed,1.06,64
PRG0002467,STU00144,MOD00046,CRS006,2025-06-04,2025-07-25,Completed,6.04,94
PRG0002468,STU00144,MOD00047,CRS006,2025-05-27,2025-06-11,Completed,9.34,93
PRG0002469,STU00144,MOD00048,CRS006,2025-05-31,2025-07-13,Completed,3.91,23
PRG0002470,STU00144,MOD00001,CRS001,2025-09-05,2025-09-19,Completed,7.24,17
PRG0002471,STU00144,MOD00002,CRS001,2025-09-11,2025-09-15,Completed,4.55,74
PRG0002472,STU00144,MOD00003,CRS001,2025-09-05,2025-09-14,Completed,1.61,5
PRG0002473,STU00144,MOD00004,CRS001,2025-08-31,2025-10-17,Completed,1.18,85
PRG0002474,STU00144,MOD00005,CRS001,2025-09-18,2025-09-29,Completed,6.45,48
PRG0002475,STU00144,MOD00006,CRS001,2025-09-03,2025-11-16,Completed,5.15,79
PRG0002476,STU00144,MOD00007,CRS001,2025-09-12,2025-09-12,Completed,4.74,19
PRG0002477,STU00144,MOD00008,CRS001,2025-09-24,2025-09-19,In Progress,6.93,42
PRG0002478,STU00144,MOD00114,CRS015,2026-03-10,2026-04-27,In Progress,4.5,66
PRG0002479,STU00144,MOD00116,CRS015,2026-02-17,2026-04-16,Completed,6.09,82
PRG0002480,STU00144,MOD00119,CRS015,2026-02-25,2026-03-01,Completed,5.91,14
PRG0002481,STU00145,MOD00025,CRS004,2026-02-11,2026-03-10,Completed,14.61,27
PRG0002482,STU00145,MOD00026,CRS004,2026-01-27,2026-01-30,Not Started,1.12,36
PRG0002483,STU00145,MOD00027,CRS004,2026-02-15,2026-03-03,Completed,2.01,39
PRG0002484,STU00145,MOD00028,CRS004,2026-02-14,2026-04-21,In Progress,2.28,28
PRG0002485,STU00145,MOD00029,CRS004,2026-02-11,2026-04-04,Completed,2.61,41
PRG0002486,STU00145,MOD00030,CRS004,2026-02-14,2026-03-13,Completed,6.75,29
PRG0002487,STU00145,MOD00031,CRS004,2026-01-29,2026-04-23,In Progress,6.27,88
PRG0002488,STU00145,MOD00032,CRS004,2026-02-03,2026-04-20,Completed,2.69,19
PRG0002489,STU00145,MOD00017,CRS003,2026-02-19,2026-04-19,In Progress,3.04,96
PRG0002490,STU00145,MOD00018,CRS003,2026-02-11,2026-03-07,In Progress,13.33,38
PRG0002491,STU00145,MOD00019,CRS003,2026-02-13,2026-04-11,Completed,5.42,53
PRG0002492,STU00145,MOD00020,CRS003,2026-02-10,2026-03-16,Completed,1.81,19
PRG0002493,STU00145,MOD00021,CRS003,2026-02-09,2026-03-22,In Progress,9.56,89
PRG0002494,STU00145,MOD00024,CRS003,2026-02-21,2026-02-19,In Progress,11.21,97
PRG0002495,STU00146,MOD00017,CRS003,2025-10-23,2025-11-07,In Progress,4.1,25
PRG0002496,STU00146,MOD00018,CRS003,2025-11-10,2025-12-12,In Progress,10.13,42
PRG0002497,STU00146,MOD00019,CRS003,2025-11-08,2026-01-05,Not Started,4.33,44
PRG0002498,STU00146,MOD00020,CRS003,2025-11-14,2025-10-25,Not Started,4.09,31
PRG0002499,STU00146,MOD00021,CRS003,2025-10-23,2026-01-09,In Progress,11.96,45
PRG0002500,STU00146,MOD00022,CRS003,2025-10-29,2025-10-28,Completed,1.72,100
PRG0002501,STU00146,MOD00023,CRS003,2025-11-02,2025-12-31,Completed,9.93,15
PRG0002502,STU00146,MOD00024,CRS003,2025-11-18,2025-10-20,Not Started,11.93,72
PRG0002503,STU00146,MOD00049,CRS007,2025-05-02,2025-04-17,Completed,4.68,59
PRG0002504,STU00146,MOD00050,CRS007,2025-05-02,2025-04-13,Completed,1.93,34
PRG0002505,STU00146,MOD00051,CRS007,2025-05-08,2025-05-04,Completed,2.89,96
PRG0002506,STU00146,MOD00052,CRS007,2025-04-28,2025-07-06,Completed,3.77,73
PRG0002507,STU00146,MOD00053,CRS007,2025-04-23,2025-04-27,Completed,4.39,46
PRG0002508,STU00146,MOD00054,CRS007,2025-05-06,2025-04-28,Completed,2.38,39
PRG0002509,STU00146,MOD00055,CRS007,2025-04-18,2025-06-20,Completed,2.31,37
PRG0002510,STU00146,MOD00056,CRS007,2025-04-11,2025-06-23,In Progress,1.08,97
PRG0002511,STU00146,MOD00033,CRS005,2025-12-15,2026-01-19,Not Started,1.93,78
PRG0002512,STU00146,MOD00035,CRS005,2025-11-23,2025-12-16,Completed,5.72,99
PRG0002513,STU00146,MOD00037,CRS005,2025-12-22,2025-12-23,Completed,1.11,88
PRG0002514,STU00146,MOD00039,CRS005,2025-12-01,2025-12-11,In Progress,12.27,3
PRG0002515,STU00146,MOD00040,CRS005,2025-12-01,2025-12-31,Completed,8.26,58
PRG0002516,STU00146,MOD00003,CRS001,2025-07-27,2025-09-23,Not Started,2.19,58
PRG0002517,STU00146,MOD00006,CRS001,2025-07-16,2025-07-21,Completed,2.03,46
PRG0002518,STU00146,MOD00007,CRS001,2025-07-20,2025-08-28,In Progress,5.23,10
PRG0002519,STU00146,MOD00008,CRS001,2025-07-24,2025-09-04,In Progress,13.23,58
PRG0002520,STU00146,MOD00025,CRS004,2026-02-21,2026-04-20,Completed,2.67,48
PRG0002521,STU00146,MOD00026,CRS004,2026-02-23,2026-04-30,Completed,6.59,13
PRG0002522,STU00146,MOD00027,CRS004,2026-02-23,2026-04-10,Completed,2.39,29
PRG0002523,STU00146,MOD00028,CRS004,2026-02-17,2026-03-21,Completed,1.8,82
PRG0002524,STU00146,MOD00029,CRS004,2026-03-03,2026-04-01,In Progress,1.26,45
PRG0002525,STU00146,MOD00030,CRS004,2026-03-08,2026-04-17,Not Started,6.13,97
PRG0002526,STU00146,MOD00031,CRS004,2026-02-17,2026-04-06,Not Started,3.24,12
PRG0002527,STU00146,MOD00032,CRS004,2026-03-11,2026-03-01,Completed,8.77,31
PRG0002528,STU00147,MOD00054,CRS007,2025-06-17,2025-08-20,In Progress,4.86,98
PRG0002529,STU00148,MOD00073,CRS010,2026-04-02,2026-04-01,In Progress,11.66,37
PRG0002530,STU00148,MOD00074,CRS010,2026-04-07,2026-06-14,In Progress,2.67,71
PRG0002531,STU00148,MOD00075,CRS010,2026-04-02,2026-05-29,In Progress,6.46,29
PRG0002532,STU00148,MOD00078,CRS010,2026-04-06,2026-05-06,Completed,2.87,85
PRG0002533,STU00148,MOD00079,CRS010,2026-04-12,2026-06-13,Completed,1.17,38
PRG0002534,STU00148,MOD00080,CRS010,2026-04-20,2026-04-20,In Progress,2.85,32
PRG0002535,STU00148,MOD00001,CRS001,2025-11-01,2025-10-09,Completed,8.12,57
PRG0002536,STU00148,MOD00002,CRS001,2025-10-18,2025-10-31,Completed,6.1,7
PRG0002537,STU00148,MOD00003,CRS001,2025-10-18,2025-11-21,Not Started,1.67,63
PRG0002538,STU00148,MOD00004,CRS001,2025-10-10,2025-11-18,Completed,7.44,23
PRG0002539,STU00148,MOD00005,CRS001,2025-10-16,2025-10-19,Completed,1.04,12
PRG0002540,STU00148,MOD00006,CRS001,2025-10-21,2025-10-21,Completed,2.25,62
PRG0002541,STU00148,MOD00007,CRS001,2025-10-27,2025-10-27,Completed,4.5,13
PRG0002542,STU00148,MOD00008,CRS001,2025-10-08,2025-11-16,Not Started,1.67,32
PRG0002543,STU00148,MOD00098,CRS013,2026-04-05,2026-04-02,Completed,5.53,26
PRG0002544,STU00148,MOD00100,CRS013,2026-04-06,2026-03-19,In Progress,3.21,14
PRG0002545,STU00148,MOD00102,CRS013,2026-04-08,2026-05-22,Completed,2.42,47
PRG0002546,STU00148,MOD00103,CRS013,2026-03-26,2026-04-19,Not Started,2.32,72
PRG0002547,STU00148,MOD00113,CRS015,2025-11-03,2025-11-21,Completed,2.12,40
PRG0002548,STU00148,MOD00114,CRS015,2025-11-05,2025-11-13,Completed,4.13,7
PRG0002549,STU00148,MOD00115,CRS015,2025-10-17,2026-01-05,In Progress,2.72,12
PRG0002550,STU00148,MOD00116,CRS015,2025-10-24,2025-12-28,In Progress,6.12,100
PRG0002551,STU00148,MOD00117,CRS015,2025-11-03,2025-10-23,Completed,2.2,90
PRG0002552,STU00148,MOD00118,CRS015,2025-10-27,2025-11-09,In Progress,4.64,84
PRG0002553,STU00148,MOD00119,CRS015,2025-10-14,2025-11-12,Completed,4.26,68
PRG0002554,STU00148,MOD00120,CRS015,2025-11-11,2025-11-04,Completed,1.94,58
PRG0002555,STU00148,MOD00041,CRS006,2025-09-23,2025-09-30,Not Started,1.54,4
PRG0002556,STU00148,MOD00042,CRS006,2025-09-19,2025-09-14,Completed,1.28,91
PRG0002557,STU00148,MOD00043,CRS006,2025-09-20,2025-11-11,Completed,3.03,60
PRG0002558,STU00148,MOD00044,CRS006,2025-08-31,2025-11-01,Completed,2.19,34
PRG0002559,STU00148,MOD00045,CRS006,2025-09-22,2025-09-26,Not Started,2.08,43
PRG0002560,STU00148,MOD00047,CRS006,2025-09-17,2025-11-10,Not Started,7.72,12
PRG0002561,STU00148,MOD00048,CRS006,2025-09-14,2025-09-17,Completed,2.0,28
PRG0002562,STU00149,MOD00113,CRS015,2026-01-23,2026-02-19,Completed,3.15,51
PRG0002563,STU00149,MOD00114,CRS015,2026-01-15,2026-02-26,Completed,1.54,87
PRG0002564,STU00149,MOD00115,CRS015,2026-01-26,2026-01-28,In Progress,1.18,44
PRG0002565,STU00149,MOD00116,CRS015,2026-01-16,2026-03-14,In Progress,1.38,97
PRG0002566,STU00149,MOD00117,CRS015,2026-01-24,2026-02-17,Completed,2.23,72
PRG0002567,STU00149,MOD00118,CRS015,2026-01-25,2026-02-19,Not Started,2.35,41
PRG0002568,STU00149,MOD00119,CRS015,2026-02-02,2026-02-21,Completed,3.85,22
PRG0002569,STU00149,MOD00120,CRS015,2026-01-20,2026-02-19,In Progress,5.16,92
PRG0002570,STU00150,MOD00073,CRS010,2026-01-20,2026-01-28,In Progress,4.87,78
PRG0002571,STU00150,MOD00075,CRS010,2026-01-04,2026-02-02,Completed,8.86,70
PRG0002572,STU00150,MOD00080,CRS010,2026-01-27,2026-03-30,Completed,1.57,3
PRG0002573,STU00150,MOD00033,CRS005,2026-01-16,2026-03-16,Completed,1.67,22
PRG0002574,STU00150,MOD00034,CRS005,2026-01-27,2026-03-19,Completed,5.11,83
PRG0002575,STU00150,MOD00036,CRS005,2026-01-28,2026-01-01,Completed,2.1,85
PRG0002576,STU00150,MOD00037,CRS005,2026-01-15,2026-03-24,Completed,4.21,74
PRG0002577,STU00150,MOD00038,CRS005,2026-01-17,2026-03-06,In Progress,1.18,13
PRG0002578,STU00150,MOD00039,CRS005,2026-01-14,2026-02-21,Completed,5.81,30
PRG0002579,STU00150,MOD00040,CRS005,2026-01-29,2026-03-07,In Progress,8.04,5
PRG0002580,STU00150,MOD00121,CRS016,2025-12-31,2026-03-19,Completed,8.23,2
PRG0002581,STU00150,MOD00122,CRS016,2026-01-06,2026-02-22,In Progress,2.75,14
PRG0002582,STU00150,MOD00123,CRS016,2026-01-19,2026-03-10,Completed,3.81,76
PRG0002583,STU00150,MOD00124,CRS016,2026-01-18,2026-03-28,Completed,8.93,84
PRG0002584,STU00150,MOD00125,CRS016,2026-01-06,2026-03-17,Completed,1.99,78
PRG0002585,STU00150,MOD00126,CRS016,2026-01-19,2026-03-26,Completed,5.2,36
PRG0002586,STU00150,MOD00127,CRS016,2026-01-02,2026-01-02,In Progress,1.4,44
PRG0002587,STU00150,MOD00128,CRS016,2026-01-11,2026-02-08,Completed,5.57,10
PRG0002588,STU00150,MOD00041,CRS006,2026-01-19,2026-02-22,Completed,5.46,47
PRG0002589,STU00150,MOD00042,CRS006,2026-01-08,2026-01-29,Completed,7.98,99
PRG0002590,STU00150,MOD00043,CRS006,2026-01-01,2026-03-05,Completed,1.43,57
PRG0002591,STU00150,MOD00044,CRS006,2026-01-16,2026-01-13,In Progress,1.79,87
PRG0002592,STU00150,MOD00045,CRS006,2026-01-13,2026-02-18,Completed,2.16,22
PRG0002593,STU00150,MOD00046,CRS006,2026-01-17,2026-03-02,Not Started,5.73,23
PRG0002594,STU00150,MOD00047,CRS006,2026-01-25,2026-03-19,Completed,7.61,66
PRG0002595,STU00150,MOD00048,CRS006,2026-01-27,2026-01-15,In Progress,3.79,14
PRG0002596,STU00151,MOD00065,CRS009,2025-05-12,2025-06-20,Completed,3.15,88
PRG0002597,STU00151,MOD00066,CRS009,2025-05-10,2025-07-10,Completed,3.11,57
PRG0002598,STU00151,MOD00067,CRS009,2025-05-23,2025-05-08,Completed,2.31,52
PRG0002599,STU00151,MOD00068,CRS009,2025-05-27,2025-05-15,In Progress,2.86,84
PRG0002600,STU00151,MOD00069,CRS009,2025-05-02,2025-07-09,Not Started,10.65,49
PRG0002601,STU00151,MOD00070,CRS009,2025-05-09,2025-07-17,In Progress,2.07,75
PRG0002602,STU00151,MOD00071,CRS009,2025-05-08,2025-05-31,Completed,2.37,98
PRG0002603,STU00151,MOD00072,CRS009,2025-05-03,2025-06-21,Completed,4.54,48
PRG0002604,STU00151,MOD00114,CRS015,2026-01-13,2026-03-07,Completed,3.24,44
PRG0002605,STU00151,MOD00115,CRS015,2026-01-14,2026-01-04,Completed,2.03,89
PRG0002606,STU00151,MOD00117,CRS015,2026-01-13,2026-03-15,Completed,4.2,52
PRG0002607,STU00151,MOD00118,CRS015,2026-01-18,2026-02-20,Not Started,9.4,10
PRG0002608,STU00151,MOD00119,CRS015,2026-01-10,2026-02-04,Completed,5.54,10
PRG0002609,STU00151,MOD00121,CRS016,2025-12-05,2026-01-11,In Progress,12.12,20
PRG0002610,STU00151,MOD00122,CRS016,2025-12-03,2026-01-14,In Progress,1.68,4
PRG0002611,STU00151,MOD00123,CRS016,2025-12-09,2026-01-16,In Progress,14.1,92
PRG0002612,STU00151,MOD00124,CRS016,2025-12-11,2025-11-29,Completed,2.2,3
