progress_id,student_id,module_id,course_id,start_date,completion_date,completion_status,time_spent_hours,progress_percentage
PRG0001872,STU00110,MOD00026,CRS004,2025-12-08,2025-12-19,Completed,7.61,3
PRG0001873,STU00110,MOD00027,CRS004,2025-12-15,2026-01-04,In Progress,6.46,93
PRG0001874,STU00110,MOD00028,CRS004,2025-12-09,2026-01-16,Completed,1.29,15
PRG0001875,STU00110,MOD00029,CRS004,2025-12-16,2026-01-27,Completed,10.33,47
PRG0001876,STU00110,MOD00030,CRS004,2025-11-23,2026-01-25,Completed,5.75,25
PRG0001877,STU00110,MOD00031,CRS004,2025-12-14,2026-02-05,Completed,5.15,81
PRG0001878,STU00110,MOD00032,CRS004,2025-12-09,2026-01-26,In Progress,6.5,50
PRG0001879,STU00110,MOD00049,CRS007,2026-04-22,2026-04-17,Completed,5.51,73
PRG0001880,STU00110,MOD00051,CRS007,2026-03-28,2026-04-26,Completed,5.42,41
PRG0001881,STU00110,MOD00052,CRS007,2026-04-16,2026-05-06,In Progress,8.46,22
PRG0001882,STU00110,MOD00054,CRS007,2026-03-28,2026-06-05,Completed,2.89,28
PRG0001883,STU00110,MOD00056,CRS007,2026-04-08,2026-06-09,In Progress,5.63,28
PRG0001884,STU00110,MOD00130,CRS017,2025-12-10,2026-01-08,Completed,1.28,82
PRG0001885,STU00110,MOD00132,CRS017,2025-11-30,2026-01-29,Completed,4.05,96
PRG0001886,STU00110,MOD00136,CRS017,2025-11-24,2025-12-28,In Progress,1.96,86
PRG0001887,STU00111,MOD00065,CRS009,2025-08-29,2025-09-11,Not Started,4.0,21
PRG0001888,STU00111,MOD00066,CRS009,2025-09-12,2025-10-09,Completed,3.56,4
PRG0001889,STU00111,MOD00067,CRS009,2025-09-07,2025-09-23,Completed,1.57,37
PRG0001890,STU00111,MOD00068,CRS009,2025-09-06,2025-10-08,Completed,3.38,22
PRG0001891,STU00111,MOD00069,CRS009,2025-09-24,2025-09-24,In Progress,5.52,67
PRG0001892,STU00111,MOD00070,CRS009,2025-09-21,2025-10-21,Completed,2.11,2
PRG0001893,STU00111,MOD00072,CRS009,2025-09-23,2025-09-16,In Progress,2.29,13
PRG0001894,STU00111,MOD00018,CRS003,2026-01-22,2026-02-13,Completed,2.34,67
PRG0001895,STU00111,MOD00020,CRS003,2026-01-16,2026-03-07,Completed,1.3,93
PRG0001896,STU00111,MOD00023,CRS003,2026-01-09,2026-01-15,Completed,3.57,71
PRG0001897,STU00112,MOD00105,CRS014,2026-02-14,2026-02-27,Not Started,3.79,99
PRG0001898,STU00112,MOD00106,CRS014,2026-02-10,2026-03-23,In Progress,7.42,53
PRG0001899,STU00112,MOD00107,CRS014,2026-02-23,2026-04-19,Completed,4.29,21
PRG0001900,STU00112,MOD00108,CRS014,2026-03-03,2026-03-25,Completed,14.76,85
PRG0001901,STU00112,MOD00109,CRS014,2026-03-01,2026-03-25,In Progress,5.01,46
PRG0001902,STU00112,MOD00110,CRS014,2026-02-19,2026-04-29,Completed,8.03,38
PRG0001903,STU00112,MOD00111,CRS014,2026-03-10,2026-02-25,Not Started,5.06,54
PRG0001904,STU00112,MOD00112,CRS014,2026-02-09,2026-02-27,Not Started,1.01,5
PRG0001905,STU00112,MOD00089,CRS012,2025-08-14,2025-08-29,Completed,4.21,82
PRG0001906,STU00112,MOD00090,CRS012,2025-07-22,2025-08-20,Completed,13.28,14
PRG0001907,STU00112,MOD00091,CRS012,2025-08-16,2025-08-30,Completed,1.05,43
PRG0001908,STU00112,MOD00092,CRS012,2025-08-05,2025-08-16,In Progress,2.49,94
PRG0001909,STU00112,MOD00093,CRS012,2025-07-23,2025-08-26,Completed,11.64,67
PRG0001910,STU00112,MOD00094,CRS012,2025-08-01,2025-10-04,In Progress,9.96,18
PRG0001911,STU00112,MOD00095,CRS012,2025-08-16,2025-10-17,Not Started,2.11,57
PRG0001912,STU00112,MOD00096,CRS012,2025-08-14,2025-09-15,In Progress,4.66,52
PRG0001913,STU00112,MOD00113,CRS015,2025-05-09,2025-07-03,Not Started,10.85,47
PRG0001914,STU00112,MOD00114,CRS015,2025-05-28,2025-05-07,Completed,9.86,22
PRG0001915,STU00112,MOD00117,CRS015,2025-05-02,2025-05-23,In Progress,1.44,77
PRG0001916,STU00112,MOD00118,CRS015,2025-05-24,2025-07-20,Completed,4.35,11
PRG0001917,STU00112,MOD00119,CRS015,2025-05-21,2025-04-30,In Progress,4.38,53
PRG0001918,STU00112,MOD00120,CRS015,2025-05-03,2025-05-25,In Progress,2.62,3
PRG0001919,STU00112,MOD00017,CRS003,2025-06-02,2025-07-09,Completed,5.59,85
PRG0001920,STU00112,MOD00018,CRS003,2025-06-03,2025-06-02,In Progress,2.68,41
PRG0001921,STU00112,MOD00019,CRS003,2025-05-20,2025-07-20,In Progress,7.05,48
PRG0001922,STU00112,MOD00020,CRS003,2025-05-27,2025-05-14,Completed,4.09,65
PRG0001923,STU00112,MOD00021,CRS003,2025-06-05,2025-08-03,In Progress,3.49,84
PRG0001924,STU00112,MOD00022,CRS003,2025-06-01,2025-05-23,Completed,7.87,23
PRG0001925,STU00112,MOD00023,CRS003,2025-06-08,2025-05-25,In Progress,1.88,58
PRG0001926,STU00112,MOD00024,CRS003,2025-05-15,2025-07-05,In Progress,11.2,72
PRG0001927,STU00112,MOD00028,CRS004,2025-08-08,2025-08-23,Completed,6.39,78
PRG0001928,STU00112,MOD00029,CRS004,2025-08-16,2025-08-25,Not Started,10.16,41
PRG0001929,STU00112,MOD00030,CRS004,2025-08-21,2025-08-13,In Progress,2.89,70
PRG0001930,STU00112,MOD00031,CRS004,2025-08-31,2025-08-25,Completed,3.36,31
PRG0001931,STU00113,MOD00057,CRS008,2026-04-04,2026-06-05,Not Started,3.13,15
PRG0001932,STU00113,MOD00058,CRS008,2026-04-14,2026-05-24,In Progress,8.06,28
PRG0001933,STU00113,MOD00059,CRS008,2026-04-06,2026-05-02,Completed,1.07,42
PRG0001934,STU00113,MOD00060,CRS008,2026-04-02,2026-06-07,In Progress,10.69,78
PRG0001935,STU00113,MOD00061,CRS008,2026-03-28,2026-04-18,In Progress,8.55,74
PRG0001936,STU00113,MOD00062,CRS008,2026-03-30,2026-06-07,Completed,1.87,7
PRG0001937,STU00113,MOD00063,CRS008,2026-04-15,2026-06-10,Completed,2.84,63
PRG0001938,STU00113,MOD00064,CRS008,2026-03-31,2026-05-27,In Progress,11.22,17
PRG0001939,STU00113,MOD00073,CRS010,2026-04-29,2026-06-06,Completed,1.97,86
PRG0001940,STU00113,MOD00075,CRS010,2026-04-25,2026-05-17,Completed,2.58,6
PRG0001941,STU00113,MOD00076,CRS010,2026-04-05,2026-04-05,In Progress,3.52,70
PRG0001942,STU00113,MOD00077,CRS010,2026-04-25,2026-06-27,In Progress,2.82,64
PRG0001943,STU00113,MOD00079,CRS010,2026-04-21,2026-04-27,In Progress,11.11,47
PRG0001944,STU00114,MOD00081,CRS011,2025-12-10,2026-01-13,Not Started,6.19,96
PRG0001945,STU00114,MOD00084,CRS011,2025-11-23,2025-12-29,Not Started,4.31,49
PRG0001946,STU00114,MOD00153,CRS020,2026-01-30,2026-01-25,Not Started,6.67,73
PRG0001947,STU00114,MOD00156,CRS020,2026-01-08,2026-03-28,Completed,8.4,93
PRG0001948,STU00114,MOD00160,CRS020,2026-01-10,2026-03-07,Completed,9.24,65
PRG0001949,STU00114,MOD00114,CRS015,2025-11-23,2026-02-05,Completed,6.17,26
PRG0001950,STU00114,MOD00118,CRS015,2025-12-05,2025-11-30,In Progress,9.05,14
PRG0001951,STU00114,MOD00119,CRS015,2025-11-26,2026-02-19,Not Started,7.24,52
PRG0001952,STU00114,MOD00065,CRS009,2025-11-24,2025-12-08,In Progress,4.73,11
PRG0001953,STU00114,MOD00066,CRS009,2025-12-05,2026-01-14,Completed,9.68,5
PRG0001954,STU00114,MOD00067,CRS009,2025-12-16,2025-11-28,Completed,5.7,84
PRG0001955,STU00114,MOD00068,CRS009,2025-12-09,2026-01-19,Not Started,3.18,79
PRG0001956,STU00114,MOD00069,CRS009,2025-11-29,2025-11-28,Completed,2.83,48
PRG0001957,STU00114,MOD00070,CRS009,2025-12-10,2025-11-25,In Progress,2.59,85
PRG0001958,STU00114,MOD00071,CRS009,2025-12-17,2026-01-29,Completed,10.55,36
PRG0001959,STU00114,MOD00072,CRS009,2025-11-25,2025-12-30,Completed,2.12,50
PRG0001960,STU00115,MOD00033,CRS005,2025-11-02,2025-10-25,Completed,5.08,17
PRG0001961,STU00115,MOD00034,CRS005,2025-11-01,2025-12-11,Completed,7.72,75
PRG0001962,STU00115,MOD00035,CRS005,2025-11-19,2025-12-09,Not Started,5.9,48
PRG0001963,STU00115,MOD00037,CRS005,2025-11-15,2026-01-15,Completed,2.86,91
PRG0001964,STU00115,MOD00038,CRS005,2025-11-11,2025-12-07,Completed,3.43,63
PRG0001965,STU00116,MOD00113,CRS015,2026-02-26,2026-02-28,Completed,3.67,45
PRG0001966,STU00116,MOD00114,CRS015,2026-03-01,2026-03-31,Completed,9.39,16
PRG0001967,STU00116,MOD00115,CRS015,2026-02-12,2026-03-18,Not Started,12.1,99
PRG0001968,STU00116,MOD00116,CRS015,2026-02-16,2026-04-15,Not Started,4.38,46
PRG0001969,STU00116,MOD00117,CRS015,2026-02-27,2026-03-14,Completed,1.97,21
PRG0001970,STU00116,MOD00118,CRS015,2026-02-13,2026-04-10,In Progress,11.6,55
PRG0001971,STU00116,MOD00119,CRS015,2026-03-02,2026-02-15,Completed,1.84,36
PRG0001972,STU00116,MOD00120,CRS015,2026-03-14,2026-02-26,Completed,1.91,20
PRG0001973,STU00116,MOD00083,CRS011,2026-03-06,2026-03-21,Completed,1.56,2
PRG0001974,STU00116,MOD00086,CRS011,2026-02-27,2026-04-26,Not Started,3.24,47
PRG0001975,STU00116,MOD00087,CRS011,2026-03-09,2026-03-24,In Progress,6.19,75
PRG0001976,STU00116,MOD00105,CRS014,2026-02-25,2026-03-07,Not Started,2.26,13
PRG0001977,STU00116,MOD00106,CRS014,2026-03-09,2026-03-17,Completed,1.03,5
PRG0001978,STU00116,MOD00107,CRS014,2026-03-08,2026-02-28,In Progress,6.66,4
PRG0001979,STU00116,MOD00108,CRS014,2026-03-09,2026-04-06,Completed,2.41,51
PRG0001980,STU00116,MOD00109,CRS014,2026-03-14,2026-02-24,Completed,5.03,5
PRG0001981,STU00116,MOD00110,CRS014,2026-02-28,2026-02-25,In Progress,10.38,57
PRG0001982,STU00116,MOD00111,CRS014,2026-03-02,2026-02-16,In Progress,1.54,43
PRG0001983,STU00116,MOD00112,CRS014,2026-02-26,2026-02-23,Completed,1.08,57
PRG0001984,STU00116,MOD00025,CRS004,2026-03-06,2026-03-14,Completed,13.11,36
PRG0001985,STU00116,MOD00028,CRS004,2026-02-21,2026-03-10,In Progress,2.66,90
PRG0001986,STU00116,MOD00029,CRS004,2026-02-12,2026-04-26,Completed,5.36,67
PRG0001987,STU00117,MOD00026,CRS004,2025-09-29,2025-09-13,Completed,10.5,99
PRG0001988,STU00117,MOD00027,CRS004,2025-09-24,2025-10-03,In Progress,13.87,56
PRG0001989,STU00117,MOD00032,CRS004,2025-09-23,2025-11-26,Completed,2.56,17
PRG0001990,STU00117,MOD00017,CRS003,2025-05-23,2025-05-30,Not Started,3.62,54
PRG0001991,STU00117,MOD00018,CRS003,2025-06-21,2025-07-04,In Progress,1.09,8
PRG0001992,STU00117,MOD00020,CRS003,2025-06-09,2025-07-24,In Progress,1.62,32
PRG0001993,STU00117,MOD00021,CRS003,2025-06-14,2025-08-14,Completed,2.53,98
PRG0001994,STU00117,MOD00023,CRS003,2025-06-13,2025-08-03,In Progress,5.29,80
PRG0001995,STU00117,MOD00024,CRS003,2025-06-09,2025-05-23,Completed,10.35,90
PRG0001996,STU00117,MOD00041,CRS006,2025-12-28,2025-12-26,Completed,9.55,64
PRG0001997,STU00117,MOD00042,CRS006,2025-12-21,2026-01-11,In Progress,3.09,63
PRG0001998,STU00117,MOD00043,CRS006,2025-12-15,2026-02-19,Completed,4.2,28
PRG0001999,STU00117,MOD00044,CRS006,2025-12-09,2026-02-01,Completed,10.59,53
PRG0002000,STU00117,MOD00045,CRS006,2025-12-20,2026-01-10,Completed,6.9,12
PRG0002001,STU00117,MOD00046,CRS006,2025-12-18,2026-01-09,Not Started,6.34,73
PRG0002002,STU00117,MOD00047,CRS006,2025-12-10,2025-12-26,In Progress,6.46,26
PRG0002003,STU00117,MOD00048,CRS006,2026-01-02,2026-02-07,In Progress,3.98,74
PRG0002004,STU00118,MOD00009,CRS002,2026-03-09,2026-05-24,Completed,1.18,91
PRG0002005,STU00118,MOD00010,CRS002,2026-03-14,2026-03-28,In Progress,11.6,84
PRG0002006,STU00118,MOD00011,CRS002,2026-03-12,2026-05-05,Completed,5.38,69
PRG0002007,STU00118,MOD00012,CRS002,2026-03-09,2026-03-18,Completed,7.73,84
PRG0002008,STU00118,MOD00013,CRS002,2026-03-06,2026-05-26,In Progress,8.85,12
PRG0002009,STU00118,MOD00014,CRS002,2026-04-03,2026-05-15,Not Started,6.19,30
PRG0002010,STU00118,MOD00015,CRS002,2026-03-28,2026-05-24,Completed,8.44,99
PRG0002011,STU00118,MOD00016,CRS002,2026-04-03,2026-03-25,In Progress,1.92,56
PRG0002012,STU00118,MOD00083,CRS011,2026-03-10,2026-03-27,In Progress,5.29,45
PRG0002013,STU00118,MOD00084,CRS011,2026-03-29,2026-04-05,Completed,7.16,64
PRG0002014,STU00118,MOD00085,CRS011,2026-04-04,2026-03-08,Completed,1.4,3
PRG0002015,STU00118,MOD00086,CRS011,2026-03-07,2026-04-29,Completed,2.66,11
PRG0002016,STU00118,MOD00087,CRS011,2026-03-11,2026-03-31,Completed,2.19,76
PRG0002017,STU00118,MOD00088,CRS011,2026-03-30,2026-05-28,In Progress,4.27,65
PRG0002018,STU00118,MOD00033,CRS005,2026-03-24,2026-04-10,In Progress,8.5,54
PRG0002019,STU00118,MOD00034,CRS005,2026-03-22,2026-03-26,Completed,7.02,74
PRG0002020,STU00118,MOD00036,CRS005,2026-04-02,2026-05-07,In Progress,1.48,5
PRG0002021,STU00118,MOD00037,CRS005,2026-03-13,2026-03-22,Completed,2.58,74
PRG0002022,STU00118,MOD00038,CRS005,2026-03-17,2026-04-30,Completed,4.15,82
PRG0002023,STU00118,MOD00039,CRS005,2026-03-21,2026-04-12,In Progress,7.47,70
PRG0002024,STU00118,MOD00040,CRS005,2026-03-16,2026-04-24,Completed,6.06,58
PRG0002025,STU00118,MOD00019,CRS003,2026-03-11,2026-04-13,In Progress,12.06,53
PRG0002026,STU00118,MOD00021,CRS003,2026-03-25,2026-04-24,Completed,2.62,33
PRG0002027,STU00118,MOD00023,CRS003,2026-03-14,2026-05-03,Completed,1.76,56
PRG0002028,STU00118,MOD00024,CRS003,2026-03-23,2026-04-19,Completed,2.99,45
PRG0002029,STU00119,MOD00001,CRS001,2026-03-21,2026-04-23,Completed,7.01,0
PRG0002030,STU00119,MOD00005,CRS001,2026-03-18,2026-04-22,Completed,8.03,78
PRG0002031,STU00119,MOD00006,CRS001,2026-03-14,2026-03-19,Not Started,4.75,19
PRG0002032,STU00119,MOD00097,CRS013,2026-03-19,2026-03-10,Completed,9.73,8
PRG0002033,STU00119,MOD00098,CRS013,2026-03-03,2026-03-29,Not Started,1.9,96
PRG0002034,STU00119,MOD00099,CRS013,2026-03-08,2026-04-16,In Progress,8.9,81
PRG0002035,STU00119,MOD00100,CRS013,2026-03-27,2026-03-28,In Progress,1.7,27
PRG0002036,STU00119,MOD00101,CRS013,2026-03-14,2026-03-02,Completed,2.96,5
PRG0002037,STU00119,MOD00102,CRS013,2026-03-11,2026-05-12,Completed,2.4,99
PRG0002038,STU00119,MOD00103,CRS013,2026-03-01,2026-03-23,Completed,4.35,96
PRG0002039,STU00119,MOD00104,CRS013,2026-03-05,2026-04-04,Completed,1.78,40
PRG0002040,STU00120,MOD00059,CRS008,2025-09-09,2025-10-27,Completed,3.96,60
PRG0002041,STU00120,MOD00061,CRS008,2025-09-13,2025-08-24,In Progress,2.58,33
PRG0002042,STU00120,MOD00062,CRS008,2025-09-02,2025-10-24,In Progress,7.83,93
PRG0002043,STU00120,MOD00063,CRS008,2025-08-27,2025-10-14,In Progress,1.51,34
PRG0002044,STU00120,MOD00064,CRS008,2025-08-23,2025-10-07,Completed,13.44,100
PRG0002045,STU00120,MOD00025,CRS004,2025-06-15,2025-07-31,In Progress,12.84,69
PRG0002046,STU00120,MOD00026,CRS004,2025-07-01,2025-08-18,In Progress,9.69,89
PRG0002047,STU00120,MOD00028,CRS004,2025-06-29,2025-08-20,Completed,9.84,48
PRG0002048,STU00120,MOD00032,CRS004,2025-06-28,2025-07-14,Not Started,6.22,6
PRG0002049,STU00120,MOD00113,CRS015,2026-05-03,2026-05-02,In Progress,10.51,7
PRG0002050,STU00120,MOD00114,CRS015,2026-05-08,2026-06-15,Not Started,3.71,48
PRG0002051,STU00120,MOD00115,CRS015,2026-04-15,2026-05-29,Completed,6.93,54
PRG0002052,STU00120,MOD00116,CRS015,2026-04-15,2026-05-14,In Progress,5.3,98
PRG0002053,STU00120,MOD00117,CRS015,2026-04-26,2026-05-11,Completed,1.87,90
PRG0002054,STU00120,MOD00118,CRS015,2026-04-17,2026-06-19,Completed,4.6,76
PRG0002055,STU00120,MOD00119,CRS015,2026-04-29,2026-04-15,Completed,4.86,83
PRG0002056,STU00120,MOD00120,CRS015,2026-05-09,2026-05-02,Completed,4.4,32
PRG0002057,STU00120,MOD00145,CRS019,2025-10-05,2025-11-11,In Progress,1.96,94
PRG0002058,STU00120,MOD00150,CRS019,2025-10-06,2025-10-27,Completed,6.33,39
PRG0002059,STU00120,MOD00151,CRS019,2025-10-20,2025-11-09,Completed,1.89,68
PRG0002060,STU00120,MOD00034,CRS005,2025-08-30,2025-09-18,Completed,5.05,77
PRG0002061,STU00120,MOD00035,CRS005,2025-08-24,2025-09-21,In Progress,6.17,51
PRG0002062,STU00120,MOD00039,CRS005,2025-09-02,2025-10-03,In Progress,1.43,50
PRG0002063,STU00120,MOD00040,CRS005,2025-09-08,2025-11-06,Completed,7.01,1
PRG0002064,STU00121,MOD00089,CRS012,2025-08-12,2025-08-31,Completed,3.13,23
PRG0002065,STU00121,MOD00092,CRS012,2025-09-04,2025-10-08,In Progress,2.66,51
PRG0002066,STU00121,MOD00093,CRS012,2025-08-17,2025-10-25,Completed,1.35,10
PRG0002067,STU00121,MOD00094,CRS012,2025-08-29,2025-08-20,Completed,12.38,64
PRG0002068,STU00121,MOD00096,CRS012,2025-09-01,2025-10-13,In Progress,13.42,0
PRG0002069,STU00121,MOD00018,CRS003,2026-04-26,2026-06-26,Completed,2.39,91
PRG0002070,STU00121,MOD00019,CRS003,2026-04-28,2026-04-28,Completed,1.99,73
PRG0002071,STU00121,MOD00020,CRS003,2026-05-11,2026-05-27,Completed,4.93,1
PRG0002072,STU00121,MOD00022,CRS003,2026-04-15,2026-06-03,In Progress,11.66,81
PRG0002073,STU00121,MOD00024,CRS003,2026-05-04,2026-04-26,Not Started,1.75,67
PRG0002074,STU00121,MOD00145,CRS019,2025-09-08,2025-11-18,Completed,4.44,65
PRG0002075,STU00121,MOD00146,CRS019,2025-09-01,2025-09-13,In Progress,5.52,29
PRG0002076,STU00121,MOD00147,CRS019,2025-09-25,2025-09-30,Completed,9.28,34
PRG0002077,STU00121,MOD00148,CRS019,2025-09-18,2025-10-22,Completed,2.31,36
PRG0002078,STU00121,MOD00149,CRS019,2025-09-07,2025-09-16,In Progress,12.84,9
PRG0002079,STU00121,MOD00150,CRS019,2025-09-27,2025-09-22,Completed,5.63,57
PRG0002080,STU00121,MOD00151,CRS019,2025-09-14,2025-11-15,In Progress,2.46,62
PRG0002081,STU00121,MOD00152,CRS019,2025-09-16,2025-09-08,Completed,4.15,50
PRG0002082,STU00122,MOD00017,CRS003,2026-01-27,2026-04-11,In Progress,5.82,62
PRG0002083,STU00122,MOD00018,CRS003,2026-01-24,2026-03-31,Completed,3.4,9
PRG0002084,STU00122,MOD00020,CRS003,2026-01-18,2026-04-12,Completed,5.01,8
PRG0002085,STU00122,MOD00021,CRS003,2026-01-30,2026-02-19,In Progress,2.66,91
PRG0002086,STU00122,MOD00022,CRS003,2026-01-19,2026-03-09,In Progress,10.91,29
PRG0002087,STU00122,MOD00023,CRS003,2026-02-04,2026-03-24,In Progress,2.33,29
PRG0002088,STU00122,MOD00024,CRS003,2026-01-25,2026-02-27,Completed,13.01,89
PRG0002089,STU00122,MOD00084,CRS011,2025-12-26,2026-02-14,Completed,13.67,54
PRG0002090,STU00122,MOD00085,CRS011,2025-12-16,2026-01-16,Completed,6.96,46
PRG0002091,STU00122,MOD00086,CRS011,2025-12-24,2025-12-18,In Progress,1.74,68
PRG0002092,STU00123,MOD00044,CRS006,2026-01-24,2026-04-02,In Progress,13.74,92
PRG0002093,STU00123,MOD00046,CRS006,2026-01-23,2026-01-20,Completed,6.02,64
PRG0002094,STU00123,MOD00048,CRS006,2026-01-21,2026-02-23,In Progress,3.84,54
PRG0002095,STU00124,MOD00097,CRS013,2025-12-08,2026-01-27,In Progress,13.39,97
PRG0002096,STU00124,MOD00098,CRS013,2025-11-23,2026-01-01,Not Started,3.52,74
PRG0002097,STU00124,MOD00099,CRS013,2025-12-18,2026-01-23,Completed,7.72,87
PRG0002098,STU00124,MOD00100,CRS013,2025-12-04,2025-12-22,Completed,1.58,93
PRG0002099,STU00124,MOD00101,CRS013,2025-12-09,2026-01-10,In Progress,1.35,16
PRG0002100,STU00124,MOD00102,CRS013,2025-12-18,2026-02-02,In Progress,3.07,20
PRG0002101,STU00124,MOD00103,CRS013,2025-11-29,2026-02-03,In Progress,1.53,14
PRG0002102,STU00124,MOD00104,CRS013,2025-12-13,2026-02-01,Completed,4.14,20
PRG0002103,STU00124,MOD00121,CRS016,2025-11-17,2026-01-18,In Progress,12.55,91
PRG0002104,STU00124,MOD00122,CRS016,2025-12-11,2025-12-10,Completed,1.24,14
PRG0002105,STU00124,MOD00123,CRS016,2025-11-19,2025-12-05,In Progress,1.03,88
PRG0002106,STU00124,MOD00124,CRS016,2025-11-26,2026-01-07,Completed,1.29,3
PRG0002107,STU00124,MOD00125,CRS016,2025-12-02,2026-01-28,In Progress,2.12,86
PRG0002108,STU00124,MOD00126,CRS016,2025-11-24,2025-11-28,Completed,1.67,37
PRG0002109,STU00124,MOD00127,CRS016,2025-11-24,2025-11-24,Completed,9.71,30
PRG0002110,STU00124,MOD00001,CRS001,2025-11-19,2026-02-03,Not Started,7.49,96
PRG0002111,STU00124,MOD00002,CRS001,2025-11-27,2025-12-18,Completed,2.5,70
PRG0002112,STU00124,MOD00004,CRS001,2025-11-21,2026-01-04,In Progress,8.36,86
PRG0002113,STU00124,MOD00006,CRS001,2025-11-18,2025-11-15,Completed,8.14,23
PRG0002114,STU00124,MOD00007,CRS001,2025-12-08,2025-12-18,Not Started,8.62,75
PRG0002115,STU00124,MOD00008,CRS001,2025-12-08,2025-11-22,Completed,13.64,5
PRG0002116,STU00124,MOD00155,CRS020,2026-01-21,2026-01-29,Completed,8.12,47
PRG0002117,STU00124,MOD00156,CRS020,2026-01-21,2026-01-31,In Progress,9.47,28
PRG0002118,STU00124,MOD00158,CRS020,2026-02-02,2026-03-30,Completed,5.99,75
PRG0002119,STU00124,MOD00159,CRS020,2026-02-07,2026-03-21,Completed,8.69,47
PRG0002120,STU00125,MOD00113,CRS015,2026-03-31,2026-05-11,Completed,5.12,18
PRG0002121,STU00125,MOD00114,CRS015,2026-04-10,2026-05-30,Completed,5.46,49
PRG0002122,STU00125,MOD00115,CRS015,2026-04-12,2026-03-20,Completed,7.75,71
PRG0002123,STU00125,MOD00116,CRS015,2026-04-15,2026-06-08,Completed,4.78,87
PRG0002124,STU00125,MOD00117,CRS015,2026-04-02,2026-06-05,Completed,1.11,75
PRG0002125,STU00125,MOD00118,CRS015,2026-03-29,2026-05-16,In Progress,7.26,48
PRG0002126,STU00125,MOD00119,CRS015,2026-04-06,2026-04-18,Completed,7.13,16
PRG0002127,STU00125,MOD00120,CRS015,2026-04-09,2026-05-03,Completed,4.37,66
PRG0002128,STU00125,MOD00033,CRS005,2025-08-10,2025-08-08,Completed,4.78,10
PRG0002129,STU00125,MOD00034,CRS005,2025-07-15,2025-09-27,Completed,2.11,9
PRG0002130,STU00125,MOD00035,CRS005,2025-07-26,2025-08-27,Completed,14.6,15
PRG0002131,STU00125,MOD00036,CRS005,2025-07-29,2025-08-22,In Progress,7.37,17
PRG0002132,STU00125,MOD00037,CRS005,2025-07-27,2025-10-01,Completed,1.15,69
PRG0002133,STU00125,MOD00038,CRS005,2025-08-10,2025-10-06,Completed,1.98,77
PRG0002134,STU00125,MOD00039,CRS005,2025-07-27,2025-08-02,Completed,2.42,18
PRG0002135,STU00125,MOD00040,CRS005,2025-07-30,2025-08-27,Completed,1.48,6
PRG0002136,STU00125,MOD00009,CRS002,2026-04-28,2026-05-04,In Progress,5.58,16
PRG0002137,STU00125,MOD00010,CRS002,2026-04-17,2026-05-15,In Progress,5.66,5
PRG0002138,STU00125,MOD00011,CRS002,2026-04-24,2026-06-04,Completed,9.03,18
PRG0002139,STU00125,MOD00012,CRS002,2026-04-27,2026-05-17,Completed,1.0,73
PRG0002140,STU00125,MOD00013,CRS002,2026-04-23,2026-04-07,Completed,5.99,90
PRG0002141,STU00125,MOD00014,CRS002,2026-04-13,2026-05-06,Not Started,3.99,27
PRG0002142,STU00125,MOD00015,CRS002,2026-04-08,2026-05-31,Not Started,7.29,71
PRG0002143,STU00125,MOD00016,CRS002,2026-04-28,2026-05-06,Completed,1.98,66
PRG0002144,STU00126,MOD00106,CRS014,2025-11-12,2026-02-04,Completed,5.98,11
PRG0002145,STU00126,MOD00107,CRS014,2025-11-20,2025-11-17,Completed,11.27,98
PRG0002146,STU00126,MOD00108,CRS014,2025-11-22,2025-11-16,Completed,5.92,71
PRG0002147,STU00126,MOD00109,CRS014,2025-12-01,2025-11-15,Completed,6.46,0
PRG0002148,STU00126,MOD00110,CRS014,2025-12-04,2026-01-06,In Progress,2.53,84
PRG0002149,STU00126,MOD00111,CRS014,2025-11-12,2026-01-01,Completed,5.4,95
PRG0002150,STU00126,MOD00112,CRS014,2025-12-07,2026-01-03,Completed,2.14,25
PRG0002151,STU00126,MOD00141,CRS018,2025-11-22,2025-12-10,Not Started,12.62,83
PRG0002152,STU00126,MOD00142,CRS018,2025-11-23,2026-01-20,In Progress,7.18,41
PRG0002153,STU00126,MOD00144,CRS018,2025-11-27,2025-11-26,In Progress,2.83,52
PRG0002154,STU00126,MOD00121,CRS016,2026-01-22,2026-02-01,In Progress,6.15,16
PRG0002155,STU00126,MOD00122,CRS016,2026-01-12,2026-03-06,In Progress,1.83,93
PRG0002156,STU00126,MOD00123,CRS016,2026-01-23,2026-03-11,Not Started,2.95,25
PRG0002157,STU00126,MOD00124,CRS016,2026-01-29,2026-03-14,Completed,6.86,92
PRG0002158,STU00126,MOD00125,CRS016,2026-01-05,2026-02-07,Completed,1.31,99
PRG0002159,STU00126,MOD00126,CRS016,2026-01-23,2026-02-25,Completed,2.47,59
PRG0002160,STU00126,MOD00127,CRS016,2026-01-10,2026-02-20,Completed,5.98,30
PRG0002161,STU00126,MOD00128,CRS016,2026-02-02,2026-01-24,Completed,1.57,34
PRG0002162,STU00126,MOD00009,CRS002,2026-04-21,2026-04-13,In Progress,6.6,75
PRG0002163,STU00126,MOD00010,CRS002,2026-04-30,2026-05-11,In Progress,12.64,64
PRG0002164,STU00126,MOD00011,CRS002,2026-04-17,2026-05-01,Completed,3.16,80
PRG0002165,STU00126,MOD00012,CRS002,2026-04-17,2026-05-30,Not Started,5.32,42
