assessment_id,student_id,module_id,course_id,attempt_number,score,max_score,assessment_date,time_taken_minutes,passed
ASS0000887,STU00047,MOD00122,CRS016,1,65,100,2025-08-12,59,True
ASS0000888,STU00047,MOD00123,CRS016,1,42,100,2025-08-02,36,True
ASS0000889,STU00047,MOD00123,CRS016,2,57,100,2025-08-01,56,True
ASS0000890,STU00047,MOD00123,CRS016,3,95,100,2025-08-01,38,True
ASS0000891,STU00047,MOD00124,CRS016,1,43,100,2025-09-25,25,True
ASS0000892,STU00047,MOD00124,CRS016,2,60,100,2025-09-24,47,True
ASS0000893,STU00047,MOD00125,CRS016,1,40,100,2025-09-07,20,True
ASS0000894,STU00047,MOD00125,CRS016,2,35,100,2025-09-10,24,False
ASS0000895,STU00047,MOD00125,CRS016,3,69,100,2025-09-11,35,False
ASS0000896,STU00047,MOD00126,CRS016,1,55,100,2025-08-03,49,True
ASS0000897,STU00047,MOD00126,CRS016,2,48,100,2025-08-05,11,True
ASS0000898,STU00047,MOD00126,CRS016,3,75,100,2025-08-04,19,True
ASS0000899,STU00047,MOD00127,CRS016,1,89,100,2025-10-17,11,True
ASS0000900,STU00047,MOD00127,CRS016,2,96,100,2025-10-14,36,True
ASS0000901,STU00047,MOD00090,CRS012,1,72,100,2025-05-09,20,True
ASS0000902,STU00047,MOD00090,CRS012,2,55,100,2025-05-10,57,True
ASS0000903,STU00047,MOD00092,CRS012,1,62,100,2025-06-15,24,True
ASS0000904,STU00047,MOD00094,CRS012,1,73,100,2025-06-29,19,True
ASS0000905,STU00047,MOD00094,CRS012,2,51,100,2025-06-25,13,True
ASS0000906,STU00047,MOD00094,CRS012,3,70,100,2025-06-26,20,False
ASS0000907,STU00047,MOD00095,CRS012,1,58,100,2025-06-09,40,True
ASS0000908,STU00047,MOD00095,CRS012,2,33,100,2025-06-09,56,True
ASS0000909,STU00047,MOD00095,CRS012,3,53,100,2025-06-09,19,True
ASS0000910,STU00047,MOD00096,CRS012,1,68,100,2025-06-02,54,True
ASS0000911,STU00047,MOD00155,CRS020,1,50,100,2026-02-18,19,True
ASS0000912,STU00047,MOD00155,CRS020,2,54,100,2026-02-18,13,True
ASS0000913,STU00047,MOD00159,CRS020,1,49,100,2026-04-14,11,True
ASS0000914,STU00047,MOD00159,CRS020,2,51,100,2026-04-12,20,True
ASS0000915,STU00047,MOD00160,CRS020,1,87,100,2026-04-30,34,True
ASS0000916,STU00047,MOD00160,CRS020,2,50,100,2026-05-01,59,True
ASS0000917,STU00047,MOD00025,CRS004,1,54,100,2026-03-30,49,True
ASS0000918,STU00047,MOD00026,CRS004,1,78,100,2026-04-09,23,True
ASS0000919,STU00047,MOD00026,CRS004,2,68,100,2026-04-10,34,True
ASS0000920,STU00047,MOD00027,CRS004,1,68,100,2026-03-20,41,True
ASS0000921,STU00047,MOD00027,CRS004,2,76,100,2026-03-18,60,True
ASS0000922,STU00047,MOD00027,CRS004,3,69,100,2026-03-16,21,True
ASS0000923,STU00047,MOD00029,CRS004,1,80,100,2026-04-15,29,True
ASS0000924,STU00047,MOD00030,CRS004,1,34,100,2026-04-26,44,True
ASS0000925,STU00047,MOD00030,CRS004,2,61,100,2026-04-22,36,True
ASS0000926,STU00047,MOD00030,CRS004,3,100,100,2026-04-27,18,True
ASS0000927,STU00047,MOD00113,CRS015,1,62,100,2025-10-14,37,False
ASS0000928,STU00047,MOD00113,CRS015,2,40,100,2025-10-13,55,True
ASS0000929,STU00047,MOD00113,CRS015,3,89,100,2025-10-11,39,True
ASS0000930,STU00047,MOD00114,CRS015,1,66,100,2025-11-01,28,True
ASS0000931,STU00047,MOD00114,CRS015,2,83,100,2025-11-01,14,True
ASS0000932,STU00047,MOD00114,CRS015,3,69,100,2025-10-31,12,True
ASS0000933,STU00047,MOD00117,CRS015,1,65,100,2025-08-24,21,True
ASS0000934,STU00047,MOD00117,CRS015,2,52,100,2025-08-21,15,True
ASS0000935,STU00047,MOD00117,CRS015,3,50,100,2025-08-22,12,True
ASS0000936,STU00047,MOD00118,CRS015,1,60,100,2025-08-26,19,True
ASS0000937,STU00047,MOD00118,CRS015,2,100,100,2025-08-23,35,True
ASS0000938,STU00047,MOD00119,CRS015,1,63,100,2025-09-04,11,True
ASS0000939,STU00047,MOD00119,CRS015,2,60,100,2025-09-02,39,False
ASS0000940,STU00048,MOD00081,CRS011,1,52,100,2025-11-28,49,True
ASS0000941,STU00048,MOD00081,CRS011,2,90,100,2025-11-26,60,True
ASS0000942,STU00048,MOD00083,CRS011,1,77,100,2025-11-23,30,False
ASS0000943,STU00048,MOD00083,CRS011,2,89,100,2025-11-25,11,True
ASS0000944,STU00048,MOD00083,CRS011,3,66,100,2025-11-26,32,True
ASS0000945,STU00048,MOD00085,CRS011,1,82,100,2026-02-09,56,True
ASS0000946,STU00049,MOD00057,CRS008,1,56,100,2026-04-29,39,True
ASS0000947,STU00049,MOD00057,CRS008,2,60,100,2026-05-01,17,True
ASS0000948,STU00049,MOD00057,CRS008,3,87,100,2026-04-28,18,False
ASS0000949,STU00049,MOD00060,CRS008,1,39,100,2026-05-02,25,True
ASS0000950,STU00049,MOD00060,CRS008,2,54,100,2026-05-06,41,False
ASS0000951,STU00049,MOD00060,CRS008,3,75,100,2026-05-05,59,True
ASS0000952,STU00049,MOD00061,CRS008,1,65,100,2026-04-07,23,True
ASS0000953,STU00049,MOD00061,CRS008,2,64,100,2026-04-03,31,True
ASS0000954,STU00049,MOD00061,CRS008,3,94,100,2026-04-06,22,True
ASS0000955,STU00049,MOD00062,CRS008,1,85,100,2026-04-13,33,True
ASS0000956,STU00049,MOD00062,CRS008,2,54,100,2026-04-13,47,False
ASS0000957,STU00049,MOD00063,CRS008,1,53,100,2026-03-31,46,True
ASS0000958,STU00049,MOD00063,CRS008,2,64,100,2026-03-30,45,True
ASS0000959,STU00049,MOD00064,CRS008,1,89,100,2026-05-11,18,True
ASS0000960,STU00049,MOD00064,CRS008,2,82,100,2026-05-13,31,False
ASS0000961,STU00049,MOD00064,CRS008,3,53,100,2026-05-11,30,True
ASS0000962,STU00049,MOD00130,CRS017,1,97,100,2026-03-22,56,True
ASS0000963,STU00049,MOD00132,CRS017,1,54,100,2026-06-11,10,True
ASS0000964,STU00049,MOD00132,CRS017,2,65,100,2026-06-10,12,True
ASS0000965,STU00049,MOD00132,CRS017,3,70,100,2026-06-10,20,True
ASS0000966,STU00049,MOD00135,CRS017,1,43,100,2026-06-09,50,True
ASS0000967,STU00049,MOD00135,CRS017,2,82,100,2026-06-13,31,True
ASS0000968,STU00049,MOD00136,CRS017,1,62,100,2026-06-10,20,False
ASS0000969,STU00049,MOD00136,CRS017,2,90,100,2026-06-09,41,False
ASS0000970,STU00049,MOD00136,CRS017,3,60,100,2026-06-11,16,True
ASS0000971,STU00050,MOD00107,CRS014,1,77,100,2026-04-24,35,True
ASS0000972,STU00050,MOD00107,CRS014,2,82,100,2026-04-27,20,True
ASS0000973,STU00050,MOD00107,CRS014,3,88,100,2026-04-22,54,True
ASS0000974,STU00050,MOD00108,CRS014,1,86,100,2026-04-25,26,True
ASS0000975,STU00050,MOD00108,CRS014,2,62,100,2026-04-21,35,True
ASS0000976,STU00050,MOD00108,CRS014,3,77,100,2026-04-20,47,True
ASS0000977,STU00050,MOD00112,CRS014,1,95,100,2026-06-08,45,False
ASS0000978,STU00050,MOD00114,CRS015,1,46,100,2026-02-23,58,True
ASS0000979,STU00050,MOD00114,CRS015,2,94,100,2026-02-27,34,False
ASS0000980,STU00050,MOD00117,CRS015,1,79,100,2026-03-04,30,True
ASS0000981,STU00050,MOD00117,CRS015,2,65,100,2026-03-03,24,True
ASS0000982,STU00050,MOD00117,CRS015,3,74,100,2026-02-27,59,True
ASS0000983,STU00050,MOD00118,CRS015,1,67,100,2026-03-11,28,True
ASS0000984,STU00050,MOD00118,CRS015,2,94,100,2026-03-10,24,False
ASS0000985,STU00050,MOD00057,CRS008,1,68,100,2026-03-19,19,True
ASS0000986,STU00050,MOD00062,CRS008,1,65,100,2026-03-07,59,True
ASS0000987,STU00050,MOD00062,CRS008,2,71,100,2026-03-09,37,True
ASS0000988,STU00050,MOD00097,CRS013,1,56,100,2026-01-11,32,True
ASS0000989,STU00050,MOD00098,CRS013,1,71,100,2026-03-08,36,False
ASS0000990,STU00050,MOD00098,CRS013,2,68,100,2026-03-05,29,True
ASS0000991,STU00050,MOD00098,CRS013,3,53,100,2026-03-06,38,True
ASS0000992,STU00050,MOD00099,CRS013,1,84,100,2026-01-18,36,False
ASS0000993,STU00050,MOD00099,CRS013,2,98,100,2026-01-16,14,True
ASS0000994,STU00050,MOD00100,CRS013,1,40,100,2026-02-05,49,True
ASS0000995,STU00050,MOD00100,CRS013,2,84,100,2026-02-10,28,True
ASS0000996,STU00050,MOD00100,CRS013,3,90,100,2026-02-07,24,False
ASS0000997,STU00050,MOD00103,CRS013,1,48,100,2026-01-17,56,False
ASS0000998,STU00050,MOD00103,CRS013,2,59,100,2026-01-18,48,True
ASS0000999,STU00050,MOD00104,CRS013,1,75,100,2026-01-29,18,True
ASS0001000,STU00050,MOD00104,CRS013,2,42,100,2026-02-03,17,True
ASS0001001,STU00050,MOD00104,CRS013,3,89,100,2026-01-31,49,True
ASS0001002,STU00051,MOD00148,CRS019,1,49,100,2025-07-05,33,True
ASS0001003,STU00051,MOD00148,CRS019,2,80,100,2025-07-07,16,True
ASS0001004,STU00051,MOD00148,CRS019,3,68,100,2025-07-06,51,True
ASS0001005,STU00051,MOD00149,CRS019,1,65,100,2025-07-14,54,True
ASS0001006,STU00051,MOD00149,CRS019,2,84,100,2025-07-16,22,True
ASS0001007,STU00051,MOD00152,CRS019,1,65,100,2025-08-01,29,True
ASS0001008,STU00051,MOD00152,CRS019,2,94,100,2025-07-30,11,True
ASS0001009,STU00051,MOD00109,CRS014,1,86,100,2025-04-13,27,False
ASS0001010,STU00051,MOD00109,CRS014,2,69,100,2025-04-15,39,True
ASS0001011,STU00051,MOD00110,CRS014,1,52,100,2025-04-25,56,True
ASS0001012,STU00051,MOD00110,CRS014,2,79,100,2025-04-29,45,False
ASS0001013,STU00051,MOD00098,CRS013,1,70,100,2025-11-21,55,True
ASS0001014,STU00051,MOD00098,CRS013,2,86,100,2025-11-20,40,True
ASS0001015,STU00051,MOD00099,CRS013,1,83,100,2025-08-31,32,True
ASS0001016,STU00051,MOD00100,CRS013,1,62,100,2025-11-21,11,False
ASS0001017,STU00051,MOD00101,CRS013,1,44,100,2025-11-11,60,True
ASS0001018,STU00051,MOD00101,CRS013,2,85,100,2025-11-09,23,True
ASS0001019,STU00051,MOD00101,CRS013,3,55,100,2025-11-09,55,True
ASS0001020,STU00051,MOD00102,CRS013,1,48,100,2025-09-07,41,True
ASS0001021,STU00051,MOD00102,CRS013,2,79,100,2025-09-07,38,True
ASS0001022,STU00051,MOD00102,CRS013,3,83,100,2025-09-08,53,True
ASS0001023,STU00051,MOD00103,CRS013,1,53,100,2025-09-09,36,True
ASS0001024,STU00051,MOD00103,CRS013,2,81,100,2025-09-13,44,True
ASS0001025,STU00051,MOD00001,CRS001,1,93,100,2025-11-06,32,True
ASS0001026,STU00051,MOD00004,CRS001,1,32,100,2025-11-14,37,False
ASS0001027,STU00051,MOD00004,CRS001,2,90,100,2025-11-14,50,True
ASS0001028,STU00051,MOD00005,CRS001,1,79,100,2025-11-18,32,False
ASS0001029,STU00051,MOD00005,CRS001,2,55,100,2025-11-20,30,True
ASS0001030,STU00051,MOD00006,CRS001,1,68,100,2025-12-03,13,True
ASS0001031,STU00052,MOD00145,CRS019,1,59,100,2026-02-03,12,True
ASS0001032,STU00052,MOD00146,CRS019,1,74,100,2025-12-26,37,True
ASS0001033,STU00052,MOD00147,CRS019,1,69,100,2026-01-27,40,True
ASS0001034,STU00052,MOD00147,CRS019,2,99,100,2026-01-27,60,True
ASS0001035,STU00052,MOD00148,CRS019,1,83,100,2025-12-05,23,True
ASS0001036,STU00052,MOD00148,CRS019,2,81,100,2025-12-05,34,True
ASS0001037,STU00052,MOD00148,CRS019,3,81,100,2025-12-05,14,True
ASS0001038,STU00052,MOD00150,CRS019,1,80,100,2025-11-10,21,True
ASS0001039,STU00052,MOD00150,CRS019,2,62,100,2025-11-11,47,True
ASS0001040,STU00053,MOD00042,CRS006,1,98,100,2025-11-17,12,False
ASS0001041,STU00053,MOD00043,CRS006,1,60,100,2025-09-30,54,True
ASS0001042,STU00053,MOD00043,CRS006,2,78,100,2025-10-03,37,True
ASS0001043,STU00053,MOD00046,CRS006,1,73,100,2025-09-03,47,False
ASS0001044,STU00053,MOD00048,CRS006,1,49,100,2025-11-22,55,True
ASS0001045,STU00053,MOD00048,CRS006,2,81,100,2025-11-27,14,True
ASS0001046,STU00053,MOD00048,CRS006,3,89,100,2025-11-23,23,True
ASS0001047,STU00053,MOD00089,CRS012,1,77,100,2025-08-14,53,True
ASS0001048,STU00053,MOD00089,CRS012,2,48,100,2025-08-16,60,True
ASS0001049,STU00053,MOD00089,CRS012,3,67,100,2025-08-13,11,True
ASS0001050,STU00053,MOD00090,CRS012,1,36,100,2025-06-19,12,False
ASS0001051,STU00053,MOD00090,CRS012,2,57,100,2025-06-16,54,True
ASS0001052,STU00053,MOD00090,CRS012,3,75,100,2025-06-19,20,True
ASS0001053,STU00053,MOD00091,CRS012,1,87,100,2025-08-17,13,False
ASS0001054,STU00053,MOD00091,CRS012,2,66,100,2025-08-16,33,True
ASS0001055,STU00053,MOD00092,CRS012,1,71,100,2025-07-21,35,True
ASS0001056,STU00053,MOD00092,CRS012,2,85,100,2025-07-23,49,True
ASS0001057,STU00053,MOD00092,CRS012,3,59,100,2025-07-24,18,True
ASS0001058,STU00053,MOD00094,CRS012,1,51,100,2025-08-17,60,True
ASS0001059,STU00053,MOD00095,CRS012,1,73,100,2025-08-27,40,True
ASS0001060,STU00053,MOD00095,CRS012,2,58,100,2025-08-29,51,False
ASS0001061,STU00053,MOD00095,CRS012,3,69,100,2025-08-29,18,True
ASS0001062,STU00053,MOD00081,CRS011,1,55,100,2026-01-12,52,False
ASS0001063,STU00053,MOD00085,CRS011,1,68,100,2026-03-19,10,True
ASS0001064,STU00053,MOD00086,CRS011,1,76,100,2026-03-09,39,True
ASS0001065,STU00053,MOD00086,CRS011,2,54,100,2026-03-10,11,True
ASS0001066,STU00053,MOD00087,CRS011,1,57,100,2026-02-04,43,True
ASS0001067,STU00053,MOD00087,CRS011,2,71,100,2026-02-07,52,True
ASS0001068,STU00053,MOD00087,CRS011,3,92,100,2026-02-03,17,True
ASS0001069,STU00053,MOD00053,CRS007,1,54,100,2025-09-10,17,False
ASS0001070,STU00053,MOD00053,CRS007,2,57,100,2025-09-08,16,False
ASS0001071,STU00053,MOD00053,CRS007,3,65,100,2025-09-11,26,True
ASS0001072,STU00053,MOD00054,CRS007,1,51,100,2025-11-07,24,True
ASS0001073,STU00053,MOD00054,CRS007,2,81,100,2025-11-09,48,True
ASS0001074,STU00053,MOD00054,CRS007,3,84,100,2025-11-11,57,True
ASS0001075,STU00053,MOD00056,CRS007,1,70,100,2025-09-08,16,True
ASS0001076,STU00053,MOD00056,CRS007,2,72,100,2025-09-10,32,True
ASS0001077,STU00053,MOD00056,CRS007,3,93,100,2025-09-13,24,True
ASS0001078,STU00053,MOD00117,CRS015,1,74,100,2025-11-07,20,True
ASS0001079,STU00053,MOD00117,CRS015,2,59,100,2025-11-08,44,True
ASS0001080,STU00054,MOD00154,CRS020,1,93,100,2025-09-22,18,False
ASS0001081,STU00054,MOD00159,CRS020,1,51,100,2025-08-02,54,True
ASS0001082,STU00054,MOD00097,CRS013,1,86,100,2025-09-15,25,True
ASS0001083,STU00054,MOD00098,CRS013,1,46,100,2025-09-23,45,True
ASS0001084,STU00054,MOD00098,CRS013,2,87,100,2025-09-24,43,True
ASS0001085,STU00054,MOD00098,CRS013,3,54,100,2025-09-21,27,True
ASS0001086,STU00054,MOD00099,CRS013,1,98,100,2025-10-29,58,True
ASS0001087,STU00054,MOD00100,CRS013,1,66,100,2025-11-05,38,True
ASS0001088,STU00054,MOD00103,CRS013,1,97,100,2025-12-01,46,True
ASS0001089,STU00054,MOD00025,CRS004,1,89,100,2025-09-16,29,True
ASS0001090,STU00054,MOD00025,CRS004,2,68,100,2025-09-17,52,True
ASS0001091,STU00054,MOD00029,CRS004,1,54,100,2025-08-20,34,False
ASS0001092,STU00054,MOD00029,CRS004,2,88,100,2025-08-20,21,False
ASS0001093,STU00054,MOD00032,CRS004,1,60,100,2025-09-04,47,True
ASS0001094,STU00054,MOD00089,CRS012,1,53,100,2026-03-31,17,True
ASS0001095,STU00054,MOD00089,CRS012,2,90,100,2026-03-27,40,True
ASS0001096,STU00054,MOD00089,CRS012,3,55,100,2026-03-31,58,True
ASS0001097,STU00054,MOD00090,CRS012,1,56,100,2026-03-27,31,True
ASS0001098,STU00054,MOD00091,CRS012,1,30,100,2026-02-19,39,False
ASS0001099,STU00054,MOD00091,CRS012,2,54,100,2026-02-18,40,True
ASS0001100,STU00054,MOD00091,CRS012,3,52,100,2026-02-18,31,True
ASS0001101,STU00054,MOD00095,CRS012,1,96,100,2026-03-05,49,True
ASS0001102,STU00054,MOD00096,CRS012,1,64,100,2026-03-23,53,False
ASS0001103,STU00054,MOD00096,CRS012,2,68,100,2026-03-24,27,True
ASS0001104,STU00054,MOD00096,CRS012,3,90,100,2026-03-20,15,True
ASS0001105,STU00055,MOD00154,CRS020,1,87,100,2026-04-16,21,True
ASS0001106,STU00055,MOD00154,CRS020,2,85,100,2026-04-19,48,True
ASS0001107,STU00055,MOD00154,CRS020,3,50,100,2026-04-17,18,True
ASS0001108,STU00055,MOD00155,CRS020,1,55,100,2026-06-01,33,True
ASS0001109,STU00055,MOD00156,CRS020,1,99,100,2026-04-28,20,True
ASS0001110,STU00055,MOD00160,CRS020,1,57,100,2026-04-11,58,True
ASS0001111,STU00055,MOD00146,CRS019,1,86,100,2026-04-09,32,True
ASS0001112,STU00055,MOD00146,CRS019,2,81,100,2026-04-11,21,True
ASS0001113,STU00055,MOD00148,CRS019,1,60,100,2026-03-14,34,True
ASS0001114,STU00055,MOD00150,CRS019,1,31,100,2026-04-11,25,True
ASS0001115,STU00055,MOD00150,CRS019,2,49,100,2026-04-16,13,False
ASS0001116,STU00055,MOD00150,CRS019,3,93,100,2026-04-12,32,True
ASS0001117,STU00055,MOD00022,CRS003,1,70,100,2025-12-26,21,True
ASS0001118,STU00055,MOD00022,CRS003,2,41,100,2025-12-29,47,True
ASS0001119,STU00055,MOD00022,CRS003,3,94,100,2025-12-29,26,True
ASS0001120,STU00056,MOD00043,CRS006,1,31,100,2025-09-14,57,True
ASS0001121,STU00056,MOD00043,CRS006,2,77,100,2025-09-19,32,True
ASS0001122,STU00056,MOD00047,CRS006,1,41,100,2025-10-02,18,False
ASS0001123,STU00056,MOD00047,CRS006,2,33,100,2025-10-03,41,True
ASS0001124,STU00056,MOD00047,CRS006,3,94,100,2025-10-02,27,True
ASS0001125,STU00057,MOD00131,CRS017,1,34,100,2026-03-03,22,True
ASS0001126,STU00057,MOD00131,CRS017,2,85,100,2026-03-06,32,True
ASS0001127,STU00057,MOD00133,CRS017,1,67,100,2026-03-27,28,True
ASS0001128,STU00057,MOD00133,CRS017,2,41,100,2026-03-27,60,False
ASS0001129,STU00057,MOD00133,CRS017,3,95,100,2026-03-24,20,True
ASS0001130,STU00057,MOD00134,CRS017,1,54,100,2026-01-28,13,True
ASS0001131,STU00057,MOD00134,CRS017,2,72,100,2026-02-02,42,True
ASS0001132,STU00057,MOD00135,CRS017,1,83,100,2026-03-10,12,True
ASS0001133,STU00057,MOD00136,CRS017,1,37,100,2026-03-03,42,False
ASS0001134,STU00057,MOD00136,CRS017,2,83,100,2026-03-03,17,True
ASS0001135,STU00057,MOD00097,CRS013,1,44,100,2026-02-27,55,True
ASS0001136,STU00057,MOD00097,CRS013,2,78,100,2026-03-02,19,True
ASS0001137,STU00057,MOD00098,CRS013,1,53,100,2026-03-08,32,True
ASS0001138,STU00058,MOD00105,CRS014,1,97,100,2025-11-20,37,True
ASS0001139,STU00058,MOD00106,CRS014,1,79,100,2025-10-28,47,True
ASS0001140,STU00058,MOD00106,CRS014,2,50,100,2025-10-27,11,True
ASS0001141,STU00058,MOD00106,CRS014,3,96,100,2025-10-29,60,True
ASS0001142,STU00058,MOD00107,CRS014,1,77,100,2025-11-14,20,True
ASS0001143,STU00058,MOD00107,CRS014,2,30,100,2025-11-13,26,True
ASS0001144,STU00058,MOD00107,CRS014,3,77,100,2025-11-13,46,True
ASS0001145,STU00058,MOD00108,CRS014,1,64,100,2025-09-28,14,True
ASS0001146,STU00058,MOD00108,CRS014,2,58,100,2025-09-27,15,True
ASS0001147,STU00058,MOD00108,CRS014,3,64,100,2025-09-25,13,True
ASS0001148,STU00058,MOD00112,CRS014,1,57,100,2025-09-12,14,True
ASS0001149,STU00058,MOD00112,CRS014,2,61,100,2025-09-17,34,True
ASS0001150,STU00058,MOD00112,CRS014,3,80,100,2025-09-16,41,False
ASS0001151,STU00058,MOD00042,CRS006,1,59,100,2026-02-17,28,False
ASS0001152,STU00058,MOD00043,CRS006,1,100,100,2026-04-21,36,True
ASS0001153,STU00058,MOD00045,CRS006,1,51,100,2026-03-16,23,False
ASS0001154,STU00058,MOD00046,CRS006,1,43,100,2026-03-14,11,True
ASS0001155,STU00058,MOD00046,CRS006,2,80,100,2026-03-11,15,True
ASS0001156,STU00058,MOD00046,CRS006,3,95,100,2026-03-14,50,False
ASS0001157,STU00058,MOD00122,CRS016,1,45,100,2025-08-24,26,False
ASS0001158,STU00058,MOD00122,CRS016,2,80,100,2025-08-26,25,False
ASS0001159,STU00058,MOD00122,CRS016,3,93,100,2025-08-28,55,True
ASS0001160,STU00058,MOD00126,CRS016,1,40,100,2025-07-30,13,True
ASS0001161,STU00058,MOD00126,CRS016,2,82,100,2025-07-30,15,True
ASS0001162,STU00058,MOD00126,CRS016,3,87,100,2025-07-28,19,True
ASS0001163,STU00058,MOD00127,CRS016,1,63,100,2025-09-09,21,True
ASS0001164,STU00058,MOD00127,CRS016,2,58,100,2025-09-09,14,True
ASS0001165,STU00058,MOD00127,CRS016,3,97,100,2025-09-12,29,False
ASS0001166,STU00058,MOD00145,CRS019,1,82,100,2025-08-29,52,True
ASS0001167,STU00058,MOD00146,CRS019,1,87,100,2025-09-08,57,True
ASS0001168,STU00058,MOD00146,CRS019,2,30,100,2025-09-08,57,True
ASS0001169,STU00058,MOD00146,CRS019,3,93,100,2025-09-03,39,True
ASS0001170,STU00058,MOD00148,CRS019,1,48,100,2025-08-03,55,True
ASS0001171,STU00058,MOD00148,CRS019,2,79,100,2025-07-30,12,True
ASS0001172,STU00058,MOD00150,CRS019,1,63,100,2025-09-17,19,True
ASS0001173,STU00058,MOD00150,CRS019,2,65,100,2025-09-15,49,False
ASS0001174,STU00059,MOD00154,CRS020,1,83,100,2026-02-06,29,False
ASS0001175,STU00059,MOD00155,CRS020,1,57,100,2025-12-28,39,True
ASS0001176,STU00059,MOD00157,CRS020,1,46,100,2026-02-07,44,True
ASS0001177,STU00059,MOD00157,CRS020,2,71,100,2026-02-07,54,False
ASS0001178,STU00059,MOD00157,CRS020,3,100,100,2026-02-05,32,True
ASS0001179,STU00059,MOD00158,CRS020,1,90,100,2026-01-10,52,True
ASS0001180,STU00059,MOD00158,CRS020,2,63,100,2026-01-09,26,False
ASS0001181,STU00059,MOD00012,CRS002,1,73,100,2025-11-24,45,True
ASS0001182,STU00059,MOD00013,CRS002,1,53,100,2026-02-06,14,False
ASS0001183,STU00059,MOD00013,CRS002,2,63,100,2026-02-04,48,False
ASS0001184,STU00059,MOD00013,CRS002,3,90,100,2026-02-08,38,False
ASS0001185,STU00059,MOD00014,CRS002,1,83,100,2026-02-01,38,True
ASS0001186,STU00059,MOD00015,CRS002,1,50,100,2026-01-13,15,True
ASS0001187,STU00059,MOD00015,CRS002,2,68,100,2026-01-09,60,True
ASS0001188,STU00059,MOD00015,CRS002,3,97,100,2026-01-10,37,True
ASS0001189,STU00059,MOD00089,CRS012,1,82,100,2025-08-17,54,False
ASS0001190,STU00059,MOD00089,CRS012,2,65,100,2025-08-15,38,True
ASS0001191,STU00059,MOD00089,CRS012,3,58,100,2025-08-18,26,True
ASS0001192,STU00059,MOD00090,CRS012,1,61,100,2025-09-20,25,True
ASS0001193,STU00059,MOD00090,CRS012,2,98,100,2025-09-18,17,True
ASS0001194,STU00059,MOD00091,CRS012,1,80,100,2025-07-30,44,True
ASS0001195,STU00059,MOD00091,CRS012,2,73,100,2025-08-01,18,True
ASS0001196,STU00059,MOD00092,CRS012,1,63,100,2025-08-10,55,False
ASS0001197,STU00059,MOD00092,CRS012,2,50,100,2025-08-05,17,True
ASS0001198,STU00059,MOD00093,CRS012,1,39,100,2025-08-21,48,True
ASS0001199,STU00059,MOD00093,CRS012,2,86,100,2025-08-18,26,True
ASS0001200,STU00059,MOD00094,CRS012,1,56,100,2025-08-07,59,True
ASS0001201,STU00059,MOD00094,CRS012,2,55,100,2025-08-08,45,True
ASS0001202,STU00059,MOD00096,CRS012,1,94,100,2025-10-12,53,True
ASS0001203,STU00059,MOD00002,CRS001,1,74,100,2025-11-27,49,False
ASS0001204,STU00059,MOD00003,CRS001,1,69,100,2025-12-12,41,False
ASS0001205,STU00059,MOD00003,CRS001,2,70,100,2025-12-10,27,True
ASS0001206,STU00059,MOD00003,CRS001,3,57,100,2025-12-08,54,True
ASS0001207,STU00059,MOD00004,CRS001,1,83,100,2026-01-25,21,True
ASS0001208,STU00059,MOD00004,CRS001,2,97,100,2026-01-29,34,True
ASS0001209,STU00059,MOD00005,CRS001,1,34,100,2025-12-09,10,False
ASS0001210,STU00059,MOD00005,CRS001,2,80,100,2025-12-08,27,True
ASS0001211,STU00059,MOD00007,CRS001,1,85,100,2026-02-21,20,True
ASS0001212,STU00059,MOD00007,CRS001,2,40,100,2026-02-21,36,True
ASS0001213,STU00059,MOD00007,CRS001,3,57,100,2026-02-19,23,False
ASS0001214,STU00059,MOD00008,CRS001,1,75,100,2025-12-25,28,True
ASS0001215,STU00059,MOD00008,CRS001,2,62,100,2025-12-25,47,False
ASS0001216,STU00060,MOD00105,CRS014,1,60,100,2026-02-21,22,True
ASS0001217,STU00060,MOD00105,CRS014,2,64,100,2026-02-18,46,True
ASS0001218,STU00060,MOD00105,CRS014,3,63,100,2026-02-22,56,True
ASS0001219,STU00060,MOD00106,CRS014,1,71,100,2026-02-23,48,True
ASS0001220,STU00060,MOD00108,CRS014,1,88,100,2026-04-06,25,True
ASS0001221,STU00060,MOD00108,CRS014,2,64,100,2026-04-06,55,True
ASS0001222,STU00060,MOD00110,CRS014,1,68,100,2026-03-30,27,True
ASS0001223,STU00060,MOD00110,CRS014,2,38,100,2026-03-31,21,True
ASS0001224,STU00060,MOD00110,CRS014,3,76,100,2026-03-28,24,True
ASS0001225,STU00060,MOD00111,CRS014,1,37,100,2026-03-07,49,True
ASS0001226,STU00060,MOD00111,CRS014,2,85,100,2026-03-06,60,True
ASS0001227,STU00060,MOD00124,CRS016,1,89,100,2026-03-02,40,True
ASS0001228,STU00060,MOD00124,CRS016,2,80,100,2026-03-04,58,False
ASS0001229,STU00060,MOD00124,CRS016,3,69,100,2026-03-04,46,True
ASS0001230,STU00060,MOD00125,CRS016,1,82,100,2026-02-02,45,True
ASS0001231,STU00060,MOD00126,CRS016,1,39,100,2026-03-31,17,True
ASS0001232,STU00060,MOD00126,CRS016,2,74,100,2026-03-29,49,True
ASS0001233,STU00060,MOD00127,CRS016,1,56,100,2026-03-06,32,True
ASS0001234,STU00060,MOD00127,CRS016,2,96,100,2026-03-07,60,True
