enrollment_id,student_id,course_id,enrollment_date,status
ENR000522,STU00175,CRS020,2025-11-28,Completed
ENR000523,STU00176,CRS001,2025-08-07,Active
ENR000524,STU00176,CRS013,2026-02-25,Completed
ENR000525,STU00176,CRS002,2025-10-25,Dropped
ENR000526,STU00177,CRS008,2025-11-05,Active
ENR000527,STU00177,CRS007,2025-11-05,Completed
ENR000528,STU00178,CRS001,2026-03-26,Completed
ENR000529,STU00179,CRS006,2026-03-19,Active
ENR000530,STU00179,CRS001,2025-04-21,Completed
ENR000531,STU00180,CRS009,2025-07-13,Dropped
ENR000532,STU00180,CRS014,2025-10-24,Completed
ENR000533,STU00180,CRS013,2025-08-14,Active
ENR000534,STU00181,CRS017,2025-09-04,Active
ENR000535,STU00181,CRS013,2025-08-17,Dropped
ENR000536,STU00181,CRS004,2025-08-18,Dropped
ENR000537,STU00182,CRS018,2025-11-06,Completed
ENR000538,STU00182,CRS010,2025-11-28,Completed
ENR000539,STU00182,CRS019,2025-11-06,Active
ENR000540,STU00183,CRS011,2026-04-07,Completed
ENR000541,STU00183,CRS009,2025-10-14,Dropped
ENR000542,STU00183,CRS019,2026-02-05,Completed
ENR000543,STU00184,CRS005,2025-11-29,Completed
ENR000544,STU00184,CRS017,2026-03-01,Dropped
ENR000545,STU00185,CRS013,2026-03-05,Dropped
ENR000546,STU00185,CRS011,2026-02-06,Active
ENR000547,STU00185,CRS005,2025-04-24,Completed
ENR000548,STU00185,CRS001,2025-11-03,Active
ENR000549,STU00185,CRS016,2025-07-25,Active
ENR000550,STU00186,CRS007,2025-06-08,Completed
ENR000551,STU00186,CRS011,2026-03-08,Dropped
ENR000552,STU00186,CRS008,2025-12-10,Dropped
ENR000553,STU00186,CRS016,2025-05-16,Dropped
ENR000554,STU00186,CRS012,2025-08-31,Active
ENR000555,STU00187,CRS016,2026-03-31,Active
ENR000556,STU00188,CRS018,2025-11-24,Completed
ENR000557,STU00188,CRS006,2025-11-28,Active
ENR000558,STU00188,CRS011,2025-11-14,Active
ENR000559,STU00189,CRS014,2025-07-10,Active
ENR000560,STU00189,CRS011,2025-06-08,Active
ENR000561,STU00189,CRS012,2026-04-04,Dropped
ENR000562,STU00190,CRS002,2026-03-25,Dropped
ENR000563,STU00190,CRS019,2026-03-25,Completed
ENR000564,STU00190,CRS003,2026-03-25,Dropped
ENR000565,STU00190,CRS016,2026-03-25,Active
ENR000566,STU00191,CRS014,2026-03-21,Active
ENR000567,STU00191,CRS002,2026-03-21,Active
ENR000568,STU00191,CRS005,2026-03-21,Completed
ENR000569,STU00192,CRS015,2026-02-26,Completed
ENR000570,STU00192,CRS005,2026-02-26,Completed
ENR000571,STU00192,CRS011,2026-02-26,Active
ENR000572,STU00192,CRS006,2026-02-26,Completed
ENR000573,STU00192,CRS003,2026-02-26,Active
ENR000574,STU00193,CRS007,2026-04-13,Completed
ENR000575,STU00193,CRS006,2026-04-06,Completed
ENR000576,STU00193,CRS019,2025-06-06,Active
ENR000577,STU00194,CRS014,2026-03-21,Active
ENR000578,STU00194,CRS020,2026-03-15,Active
ENR000579,STU00194,CRS013,2025-08-08,Active
ENR000580,STU00194,CRS019,2025-11-03,Active
ENR000581,STU00194,CRS016,2026-03-27,Active
ENR000582,STU00195,CRS017,2025-07-26,Completed
ENR000583,STU00195,CRS007,2025-08-08,Completed
ENR000584,STU00195,CRS001,2026-03-01,Active
ENR000585,STU00196,CRS010,2026-01-05,Active
ENR000586,STU00196,CRS005,2026-01-19,Completed
ENR000587,STU00196,CRS004,2026-03-02,Active
ENR000588,STU00197,CRS010,2025-09-12,Dropped
ENR000589,STU00198,CRS017,2025-09-11,Dropped
ENR000590,STU00198,CRS020,2025-09-23,Dropped
ENR000591,STU00198,CRS011,2026-03-21,Active
ENR000592,STU00198,CRS014,2026-03-07,Dropped
ENR000593,STU00199,CRS007,2026-03-21,Active
ENR000594,STU00199,CRS006,2025-07-23,Active
ENR000595,STU00199,CRS013,2026-01-24,Dropped
ENR000596,STU00200,CRS001,2025-06-10,Completed
ENR000597,STU00200,CRS019,2025-06-20,Active
ENR000598,STU00201,CRS013,2026-01-18,Dropped
ENR000599,STU00202,CRS018,2025-12-21,Completed
ENR000600,STU00202,CRS002,2025-12-21,Completed
ENR000601,STU00202,CRS019,2025-12-21,Active
ENR000602,STU00203,CRS014,2025-10-24,Completed
ENR000603,STU00204,CRS018,2025-07-07,Active
ENR000604,STU00205,CRS007,2026-04-05,Active
ENR000605,STU00205,CRS001,2026-04-05,Completed
ENR000606,STU00206,CRS009,2025-12-21,Active
ENR000607,STU00206,CRS005,2025-10-05,Completed
ENR000608,STU00206,CRS014,2025-10-14,Completed
ENR000609,STU00206,CRS004,2025-11-21,Completed
ENR000610,STU00206,CRS017,2025-12-30,Completed
ENR000611,STU00207,CRS007,2026-04-08,Active
ENR000612,STU00207,CRS012,2026-04-08,Completed
ENR000613,STU00207,CRS014,2026-04-08,Active
ENR000614,STU00207,CRS010,2026-04-08,Dropped
ENR000615,STU00207,CRS006,2026-04-08,Active
ENR000616,STU00208,CRS001,2025-04-25,Completed
ENR000617,STU00209,CRS019,2026-03-21,Completed
ENR000618,STU00210,CRS003,2025-07-11,Active
ENR000619,STU00210,CRS017,2025-07-21,Completed
ENR000620,STU00211,CRS008,2025-09-12,Active
ENR000621,STU00211,CRS015,2026-01-10,Active
ENR000622,STU00211,CRS010,2026-04-10,Dropped
ENR000623,STU00212,CRS010,2026-01-16,Active
ENR000624,STU00213,CRS014,2026-02-09,Dropped
ENR000625,STU00213,CRS004,2026-03-19,Dropped
ENR000626,STU00213,CRS019,2026-04-09,Active
ENR000627,STU00214,CRS006,2026-02-25,Active
ENR000628,STU00214,CRS011,2025-10-10,Completed
ENR000629,STU00215,CRS009,2025-08-10,Active
ENR000630,STU00215,CRS003,2025-09-28,Completed
ENR000631,STU00215,CRS012,2025-07-13,Completed
ENR000632,STU00215,CRS011,2025-09-09,Dropped
ENR000633,STU00215,CRS006,2025-05-28,Completed
ENR000634,STU00216,CRS014,2026-01-08,Completed
ENR000635,STU00216,CRS006,2025-10-31,Active
ENR000636,STU00216,CRS004,2025-10-31,Dropped
ENR000637,STU00216,CRS005,2025-11-23,Active
ENR000638,STU00217,CRS019,2026-01-10,Completed
ENR000639,STU00217,CRS016,2025-11-17,Completed
ENR000640,STU00217,CRS015,2025-10-23,Completed
ENR000641,STU00217,CRS006,2026-02-28,Dropped
ENR000642,STU00218,CRS016,2026-01-27,Active
ENR000643,STU00218,CRS020,2025-10-21,Completed
ENR000644,STU00219,CRS003,2025-10-29,Active
ENR000645,STU00220,CRS001,2026-02-10,Dropped
ENR000646,STU00220,CRS017,2025-04-29,Completed
ENR000647,STU00220,CRS008,2026-04-13,Active
ENR000648,STU00221,CRS020,2025-12-26,Active
ENR000649,STU00221,CRS004,2025-12-26,Completed
ENR000650,STU00221,CRS014,2026-01-08,Active
ENR000651,STU00221,CRS008,2025-12-26,Dropped
ENR000652,STU00221,CRS016,2025-12-26,Completed
ENR000653,STU00222,CRS002,2025-11-30,Dropped
ENR000654,STU00222,CRS001,2025-05-02,Dropped
ENR000655,STU00222,CRS006,2025-07-29,Active
ENR000656,STU00222,CRS017,2025-09-06,Completed
ENR000657,STU00222,CRS016,2025-08-03,Active
ENR000658,STU00223,CRS002,2026-04-02,Completed
ENR000659,STU00223,CRS017,2026-04-02,Active
ENR000660,STU00223,CRS008,2026-04-02,Dropped
ENR000661,STU00224,CRS015,2025-11-24,Completed
ENR000662,STU00225,CRS015,2025-08-19,Active
ENR000663,STU00225,CRS003,2025-10-20,Completed
ENR000664,STU00225,CRS016,2025-08-19,Completed
ENR000665,STU00225,CRS020,2026-02-11,Active
ENR000666,STU00225,CRS011,2025-09-26,Completed
ENR000667,STU00226,CRS018,2026-01-03,Completed
ENR000668,STU00226,CRS001,2025-05-25,Completed
ENR000669,STU00226,CRS003,2026-01-24,Active
ENR000670,STU00226,CRS010,2026-03-23,Dropped
ENR000671,STU00226,CRS007,2025-12-24,Dropped
ENR000672,STU00227,CRS011,2025-06-02,Completed
ENR000673,STU00227,CRS018,2025-09-12,Active
ENR000674,STU00227,CRS016,2025-09-26,Completed
ENR000675,STU00227,CRS012,2025-06-18,Active
ENR000676,STU00228,CRS012,2025-11-16,Completed
ENR000677,STU00228,CRS010,2025-12-30,Completed
ENR000678,STU00228,CRS018,2025-06-26,Active
ENR000679,STU00229,CRS016,2025-09-27,Dropped
ENR000680,STU00229,CRS005,2025-07-14,Completed
ENR000681,STU00230,CRS004,2025-12-23,Active
ENR000682,STU00230,CRS009,2026-03-12,Dropped
ENR000683,STU00230,CRS007,2026-01-30,Active
ENR000684,STU00230,CRS018,2026-01-01,Dropped
ENR000685,STU00231,CRS011,2026-02-13,Completed
ENR000686,STU00231,CRS004,2026-02-13,Active
ENR000687,STU00232,CRS004,2025-09-25,Dropped
ENR000688,STU00232,CRS015,2025-08-24,Active
ENR000689,STU00232,CRS019,2025-10-22,Completed
ENR000690,STU00232,CRS017,2025-09-01,Completed
ENR000691,STU00232,CRS005,2026-01-28,Completed
ENR000692,STU00233,CRS016,2025-10-18,Active
ENR000693,STU00233,CRS017,2026-03-27,Completed
ENR000694,STU00233,CRS006,2025-08-30,Completed
ENR000695,STU00233,CRS018,2025-08-31,Active
ENR000696,STU00233,CRS005,2026-01-20,Dropped
ENR000697,STU00234,CRS020,2026-03-13,Dropped
ENR000698,STU00234,CRS008,2025-11-06,Dropped
ENR000699,STU00234,CRS009,2025-12-11,Completed
ENR000700,STU00234,CRS013,2025-06-07,Active
ENR000701,STU00235,CRS020,2026-02-25,Completed
ENR000702,STU00235,CRS017,2025-06-18,Dropped
ENR000703,STU00235,CRS010,2025-12-30,Completed
ENR000704,STU00235,CRS011,2025-09-14,Active
ENR000705,STU00236,CRS010,2026-02-13,Completed
ENR000706,STU00236,CRS012,2026-02-13,Completed
ENR000707,STU00236,CRS005,2026-02-13,Completed
ENR000708,STU00236,CRS006,2026-02-13,Completed
ENR000709,STU00236,CRS011,2026-02-13,Dropped
ENR000710,STU00237,CRS018,2025-06-01,Completed
ENR000711,STU00237,CRS010,2025-06-27,Active
ENR000712,STU00237,CRS014,2025-11-27,Active
ENR000713,STU00237,CRS001,2025-07-15,Completed
ENR000714,STU00238,CRS009,2025-09-28,Dropped
ENR000715,STU00238,CRS006,2026-02-21,Completed
ENR000716,STU00239,CRS002,2025-10-29,Active
ENR000717,STU00239,CRS010,2025-04-16,Completed
ENR000718,STU00240,CRS015,2026-03-03,Dropped
ENR000719,STU00240,CRS004,2025-07-10,Completed
ENR000720,STU00240,CRS018,2025-11-15,Completed
ENR000721,STU00241,CRS017,2026-01-05,Completed
ENR000722,STU00241,CRS010,2026-01-05,Active
ENR000723,STU00242,CRS013,2025-05-13,Active
ENR000724,STU00242,CRS014,2025-11-19,Active
ENR000725,STU00242,CRS011,2025-07-12,Completed
ENR000726,STU00242,CRS002,2025-10-31,Completed
ENR000727,STU00243,CRS008,2025-11-26,Completed
ENR000728,STU00243,CRS012,2025-11-04,Dropped
ENR000729,STU00243,CRS018,2026-02-10,Active
ENR000730,STU00243,CRS007,2025-05-01,Active
ENR000731,STU00244,CRS006,2025-06-07,Dropped
ENR000732,STU00245,CRS004,2025-12-09,Completed
ENR000733,STU00245,CRS013,2025-09-13,Active
ENR000734,STU00245,CRS002,2026-02-20,Completed
ENR000735,STU00245,CRS014,2025-12-14,Active
ENR000736,STU00245,CRS009,2026-02-14,Active
ENR000737,STU00246,CRS002,2025-08-01,Dropped
ENR000738,STU00246,CRS005,2026-03-16,Completed
ENR000739,STU00247,CRS010,2025-08-19,Completed
ENR000740,STU00247,CRS016,2025-09-13,Active
ENR000741,STU00247,CRS018,2025-08-19,Active
ENR000742,STU00247,CRS012,2025-12-15,Active
ENR000743,STU00247,CRS003,2025-11-23,Active
ENR000744,STU00248,CRS006,2026-03-14,Active
ENR000745,STU00248,CRS014,2026-03-14,Dropped
ENR000746,STU00248,CRS018,2026-03-14,Completed
ENR000747,STU00248,CRS013,2026-03-14,Active
ENR000748,STU00248,CRS003,2026-03-14,Active
ENR000749,STU00249,CRS017,2025-11-11,Completed
ENR000750,STU00249,CRS016,2026-03-20,Completed
ENR000751,STU00249,CRS018,2025-06-29,Dropped
ENR000752,STU00249,CRS001,2025-08-01,Completed
ENR000753,STU00249,CRS004,2025-08-26,Completed
ENR000754,STU00250,CRS011,2025-08-30,Active
ENR000755,STU00251,CRS013,2025-05-08,Active
ENR000756,STU00252,CRS001,2025-09-17,Completed
ENR000757,STU00252,CRS017,2025-11-01,Completed
ENR000758,STU00252,CRS012,2025-07-30,Completed
ENR000759,STU00253,CRS007,2025-06-02,Active
ENR000760,STU00253,CRS011,2025-12-24,Active
ENR000761,STU00253,CRS017,2025-07-23,Dropped
ENR000762,STU00254,CRS018,2025-10-23,Dropped
ENR000763,STU00254,CRS001,2025-10-23,Completed
ENR000764,STU00254,CRS003,2025-12-24,Active
ENR000765,STU00254,CRS007,2025-11-24,Completed
ENR000766,STU00254,CRS017,2025-05-24,Completed
ENR000767,STU00255,CRS003,2026-01-06,Completed
ENR000768,STU00255,CRS005,2025-12-02,Active
ENR000769,STU00255,CRS001,2026-04-10,Active
ENR000770,STU00255,CRS015,2025-12-02,Active
ENR000771,STU00256,CRS018,2025-12-22,Dropped
ENR000772,STU00256,CRS003,2026-03-21,Completed
ENR000773,STU00256,CRS008,2026-04-09,Completed
ENR000774,STU00257,CRS014,2025-07-28,Completed
ENR000775,STU00257,CRS011,2025-11-22,Completed
ENR000776,STU00257,CRS001,2025-08-07,Completed
ENR000777,STU00257,CRS013,2025-10-23,Completed
ENR000778,STU00258,CRS002,2026-04-13,Active
ENR000779,STU00258,CRS003,2025-08-21,Completed
ENR000780,STU00258,CRS012,2025-05-31,Completed
ENR000781,STU00258,CRS017,2025-11-05,Active
ENR000782,STU00258,CRS004,2025-10-21,Dropped
ENR000783,STU00259,CRS013,2025-12-01,Completed
ENR000784,STU00259,CRS001,2025-10-11,Active
ENR000785,STU00259,CRS016,2025-06-18,Active
ENR000786,STU00259,CRS006,2025-11-23,Completed
ENR000787,STU00260,CRS010,2025-12-29,Completed
ENR000788,STU00260,CRS005,2026-04-07,Completed
ENR000789,STU00260,CRS020,2025-04-14,Active
ENR000790,STU00260,CRS012,2025-04-22,Active
ENR000791,STU00260,CRS001,2025-11-28,Completed
ENR000792,STU00261,CRS018,2025-05-27,Active
ENR000793,STU00261,CRS003,2026-02-18,Dropped
ENR000794,STU00261,CRS010,2026-01-31,Dropped
ENR000795,STU00261,CRS007,2026-04-14,Active
ENR000796,STU00261,CRS012,2025-09-12,Active
ENR000797,STU00262,CRS009,2025-08-14,Dropped
ENR000798,STU00262,CRS007,2025-11-05,Dropped
ENR000799,STU00262,CRS004,2025-12-03,Dropped
ENR000800,STU00262,CRS006,2025-06-02,Completed
ENR000801,STU00262,CRS002,2025-06-26,Completed
ENR000802,STU00263,CRS003,2025-12-26,Active
ENR000803,STU00263,CRS009,2026-01-28,Completed
ENR000804,STU00263,CRS004,2025-12-26,Dropped
ENR000805,STU00264,CRS005,2025-10-16,Active
ENR000806,STU00264,CRS008,2025-08-10,Active
ENR000807,STU00264,CRS004,2025-04-16,Active
ENR000808,STU00265,CRS015,2026-03-27,Completed
ENR000809,STU00265,CRS011,2026-03-27,Active
ENR000810,STU00265,CRS010,2026-03-27,Active
ENR000811,STU00265,CRS005,2026-03-27,Completed
ENR000812,STU00266,CRS011,2025-04-24,Active
ENR000813,STU00267,CRS014,2025-08-23,Dropped
ENR000814,STU00267,CRS009,2025-08-23,Active
ENR000815,STU00268,CRS016,2025-09-16,Active
ENR000816,STU00268,CRS015,2025-12-16,Active
ENR000817,STU00268,CRS019,2026-03-15,Completed
ENR000818,STU00269,CRS020,2026-01-30,Dropped
ENR000819,STU00269,CRS003,2025-12-06,Dropped
ENR000820,STU00270,CRS018,2025-10-07,Active
ENR000821,STU00270,CRS007,2025-11-29,Dropped
ENR000822,STU00271,CRS003,2026-03-06,Dropped
ENR000823,STU00272,CRS001,2025-10-27,Completed
ENR000824,STU00272,CRS019,2025-08-14,Completed
ENR000825,STU00272,CRS013,2026-01-25,Dropped
ENR000826,STU00272,CRS007,2025-09-12,Completed
ENR000827,STU00272,CRS002,2026-01-10,Completed
ENR000828,STU00273,CRS013,2026-02-13,Active
ENR000829,STU00273,CRS008,2025-08-01,Completed
ENR000830,STU00273,CRS010,2026-01-04,Active
ENR000831,STU00274,CRS017,2025-08-07,Dropped
ENR000832,STU00274,CRS001,2025-10-27,Dropped
ENR000833,STU00274,CRS008,2025-06-29,Completed
ENR000834,STU00275,CRS017,2026-03-20,Completed
ENR000835,STU00275,CRS005,2026-03-20,Active
ENR000836,STU00276,CRS005,2026-03-05,Completed
ENR000837,STU00276,CRS016,2025-08-21,Active
ENR000838,STU00276,CRS012,2026-04-03,Active
ENR000839,STU00276,CRS002,2025-07-25,Active
ENR000840,STU00276,CRS008,2025-04-25,Completed
ENR000841,STU00277,CRS012,2026-04-09,Active
ENR000842,STU00277,CRS013,2025-11-29,Completed
ENR000843,STU00277,CRS016,2026-02-16,Active
ENR000844,STU00277,CRS015,2025-11-08,Dropped
ENR000845,STU00277,CRS002,2025-09-03,Completed
ENR000846,STU00278,CRS009,2025-12-24,Completed
ENR000847,STU00278,CRS019,2026-02-24,Active
ENR000848,STU00278,CRS018,2026-01-14,Active
ENR000849,STU00279,CRS003,2025-12-28,Completed
ENR000850,STU00279,CRS017,2025-08-07,Active
ENR000851,STU00279,CRS009,2025-04-25,Dropped
ENR000852,STU00279,CRS013,2025-09-12,Completed
ENR000853,STU00279,CRS008,2025-10-12,Completed
ENR000854,STU00280,CRS001,2026-01-28,Active
ENR000855,STU00280,CRS017,2026-01-28,Completed
ENR000856,STU00280,CRS005,2026-03-27,Active
ENR000857,STU00280,CRS015,2026-01-28,Active
ENR000858,STU00280,CRS006,2026-01-28,Active
ENR000859,STU00281,CRS004,2025-05-25,Completed
ENR000860,STU00281,CRS008,2026-01-26,Completed
ENR000861,STU00281,CRS014,2026-01-23,Active
ENR000862,STU00281,CRS011,2026-03-14,Active
ENR000863,STU00281,CRS020,2025-09-23,Dropped
ENR000864,STU00282,CRS008,2025-04-23,Active
ENR000865,STU00283,CRS019,2025-10-07,Dropped
ENR000866,STU00283,CRS006,2025-10-14,Active
ENR000867,STU00283,CRS005,2025-08-31,Active
ENR000868,STU00283,CRS017,2026-03-18,Dropped
ENR000869,STU00283,CRS002,2026-01-07,Completed
ENR000870,STU00284,CRS020,2025-10-22,Dropped
ENR000871,STU00284,CRS019,2026-01-22,Active
ENR000872,STU00284,CRS001,2025-06-05,Completed
ENR000873,STU00284,CRS010,2026-02-27,Completed
ENR000874,STU00285,CRS006,2026-02-08,Completed
ENR000875,STU00285,CRS008,2026-03-23,Dropped
ENR000876,STU00285,CRS014,2025-12-17,Active
ENR000877,STU00285,CRS005,2025-06-01,Completed
ENR000878,STU00286,CRS006,2026-01-04,Completed
ENR000879,STU00286,CRS011,2025-09-29,Active
ENR000880,STU00286,CRS015,2025-12-31,Active
ENR000881,STU00287,CRS004,2025-10-22,Active
ENR000882,STU00287,CRS001,2025-04-15,Dropped
ENR000883,STU00288,CRS014,2026-03-21,Dropped
ENR000884,STU00288,CRS005,2025-12-21,Completed
ENR000885,STU00288,CRS004,2025-11-17,Dropped
ENR000886,STU00288,CRS006,2025-05-15,Completed
ENR000887,STU00288,CRS016,2025-10-01,Completed
ENR000888,STU00289,CRS016,2025-04-30,Completed
ENR000889,STU00290,CRS018,2025-10-21,Active
ENR000890,STU00290,CRS001,2025-12-11,Active
ENR000891,STU00290,CRS014,2025-08-06,Completed
ENR000892,STU00290,CRS017,2025-11-11,Active
ENR000893,STU00290,CRS020,2025-08-06,Dropped
ENR000894,STU00291,CRS012,2026-03-06,Active
ENR000895,STU00291,CRS019,2025-08-09,Completed
ENR000896,STU00291,CRS004,2025-06-23,Active
ENR000897,STU00291,CRS014,2025-07-24,Dropped
ENR000898,STU00292,CRS020,2025-08-08,Active
ENR000899,STU00292,CRS018,2025-09-22,Active
ENR000900,STU00292,CRS014,2025-05-27,Completed
ENR000901,STU00293,CRS019,2025-06-07,Completed
ENR000902,STU00294,CRS001,2025-07-23,Active
ENR000903,STU00294,CRS013,2025-04-19,Active
ENR000904,STU00294,CRS007,2025-11-27,Completed
ENR000905,STU00294,CRS011,2025-10-19,Active
ENR000906,STU00294,CRS014,2025-06-28,Dropped
ENR000907,STU00295,CRS019,2025-10-22,Completed
ENR000908,STU00295,CRS012,2025-10-22,Completed
ENR000909,STU00295,CRS009,2025-10-22,Completed
ENR000910,STU00295,CRS013,2025-12-27,Completed
ENR000911,STU00296,CRS018,2025-07-26,Active
ENR000912,STU00296,CRS020,2025-07-12,Active
ENR000913,STU00296,CRS016,2025-05-10,Active
ENR000914,STU00297,CRS005,2026-04-07,Completed
ENR000915,STU00297,CRS004,2026-04-07,Dropped
ENR000916,STU00297,CRS008,2026-04-07,Active
ENR000917,STU00297,CRS015,2026-04-07,Completed
ENR000918,STU00298,CRS018,2026-01-04,Active
ENR000919,STU00298,CRS002,2026-01-04,Completed
ENR000920,STU00298,CRS006,2026-01-04,Dropped
ENR000921,STU00299,CRS016,2026-01-03,Active
ENR000922,STU00299,CRS014,2026-01-03,Active
ENR000923,STU00300,CRS003,2025-06-18,Dropped
ENR000924,STU00300,CRS002,2025-11-18,Completed
ENR000925,STU00300,CRS013,2025-11-16,Completed
ENR000926,STU00301,CRS020,2026-02-14,Completed
ENR000927,STU00301,CRS002,2025-12-25,Completed
ENR000928,STU00301,CRS006,2025-11-25,Active
ENR000929,STU00302,CRS010,2025-09-16,Completed
ENR000930,STU00302,CRS007,2026-02-07,Completed
ENR000931,STU00302,CRS002,2025-12-30,Active
ENR000932,STU00302,CRS017,2025-12-15,Completed
ENR000933,STU00302,CRS008,2025-10-26,Dropped
ENR000934,STU00303,CRS009,2026-04-05,Completed
ENR000935,STU00304,CRS013,2026-01-15,Completed
ENR000936,STU00304,CRS020,2026-01-15,Completed
ENR000937,STU00304,CRS007,2026-01-15,Active
ENR000938,STU00305,CRS018,2026-02-05,Active
ENR000939,STU00306,CRS019,2026-03-16,Completed
ENR000940,STU00306,CRS012,2025-12-10,Active
ENR000941,STU00306,CRS020,2025-12-10,Dropped
ENR000942,STU00306,CRS009,2025-12-20,Completed
ENR000943,STU00306,CRS008,2025-12-29,Active
ENR000944,STU00307,CRS017,2025-10-01,Completed
ENR000945,STU00307,CRS004,2025-07-07,Active
ENR000946,STU00307,CRS018,2025-07-04,Active
ENR000947,STU00307,CRS003,2026-02-23,Completed
ENR000948,STU00308,CRS018,2026-04-11,Completed
ENR000949,STU00308,CRS019,2026-04-11,Dropped
ENR000950,STU00308,CRS009,2026-04-11,Completed
ENR000951,STU00309,CRS011,2025-12-26,Completed
ENR000952,STU00309,CRS015,2025-12-13,Dropped
ENR000953,STU00310,CRS016,2026-01-27,Active
ENR000954,STU00311,CRS013,2026-03-02,Completed
ENR000955,STU00312,CRS008,2025-09-26,Completed
ENR000956,STU00312,CRS011,2025-04-25,Active
ENR000957,STU00313,CRS001,2025-10-04,Active
ENR000958,STU00313,CRS009,2025-08-20,Completed
ENR000959,STU00313,CRS008,2025-09-29,Active
ENR000960,STU00313,CRS010,2025-06-15,Completed
ENR000961,STU00313,CRS003,2026-01-20,Active
ENR000962,STU00314,CRS012,2025-11-21,Active
ENR000963,STU00314,CRS007,2025-08-28,Completed
ENR000964,STU00314,CRS009,2025-08-28,Dropped
ENR000965,STU00315,CRS016,2026-02-07,Active
ENR000966,STU00315,CRS007,2026-01-30,Active
ENR000967,STU00316,CRS007,2025-08-11,Dropped
ENR000968,STU00316,CRS008,2025-12-07,Dropped
ENR000969,STU00316,CRS020,2026-01-29,Active
ENR000970,STU00317,CRS004,2025-10-25,Dropped
ENR000971,STU00318,CRS020,2025-09-07,Dropped
ENR000972,STU00318,CRS001,2025-09-12,Active
ENR000973,STU00318,CRS018,2025-11-27,Active
ENR000974,STU00318,CRS002,2025-10-31,Dropped
ENR000975,STU00319,CRS009,2026-04-05,Active
ENR000976,STU00319,CRS016,2026-02-17,Completed
ENR000977,STU00319,CRS006,2026-02-17,Active
ENR000978,STU00319,CRS017,2026-02-17,Completed
ENR000979,STU00319,CRS020,2026-02-17,Completed
ENR000980,STU00320,CRS002,2026-01-26,Completed
ENR000981,STU00320,CRS017,2025-09-20,Active
ENR000982,STU00320,CRS012,2026-01-27,Completed
ENR000983,STU00320,CRS013,2025-10-30,Active
ENR000984,STU00320,CRS006,2025-07-09,Active
ENR000985,STU00321,CRS013,2025-12-12,Active
ENR000986,STU00321,CRS019,2025-06-16,Active
ENR000987,STU00322,CRS006,2026-03-20,Active
ENR000988,STU00322,CRS018,2026-02-18,Completed
ENR000989,STU00322,CRS009,2026-02-18,Completed
ENR000990,STU00323,CRS006,2025-11-16,Active
ENR000991,STU00323,CRS016,2025-09-30,Completed
ENR000992,STU00323,CRS014,2025-11-03,Active
ENR000993,STU00324,CRS009,2026-02-08,Dropped
ENR000994,STU00324,CRS015,2025-06-17,Completed
ENR000995,STU00324,CRS006,2026-03-29,Dropped
ENR000996,STU00324,CRS005,2025-05-09,Completed
ENR000997,STU00325,CRS018,2025-05-23,Dropped
ENR000998,STU00325,CRS014,2026-02-05,Active
ENR000999,STU00326,CRS016,2026-01-21,Active
ENR001000,STU00326,CRS001,2025-08-30,Completed
ENR001001,STU00327,CRS018,2025-10-11,Completed
ENR001002,STU00327,CRS011,2025-12-11,Completed
ENR001003,STU00327,CRS016,2025-05-17,Active
ENR001004,STU00327,CRS010,2026-02-07,Completed
ENR001005,STU00327,CRS009,2026-03-04,Active
ENR001006,STU00328,CRS016,2026-03-10,Completed
ENR001007,STU00328,CRS004,2025-12-02,Active
ENR001008,STU00328,CRS015,2025-04-14,Active
ENR001009,STU00329,CRS009,2025-08-19,Active
ENR001010,STU00329,CRS012,2025-08-19,Completed
ENR001011,STU00329,CRS001,2025-10-25,Completed
ENR001012,STU00329,CRS014,2025-09-03,Completed
ENR001013,STU00329,CRS004,2025-11-11,Completed
ENR001014,STU00330,CRS006,2025-06-24,Completed
ENR001015,STU00330,CRS010,2025-12-19,Completed
ENR001016,STU00330,CRS012,2025-08-07,Active
ENR001017,STU00330,CRS011,2025-11-08,Completed
ENR001018,STU00330,CRS016,2026-03-14,Completed
ENR001019,STU00331,CRS006,2025-08-03,Completed
ENR001020,STU00331,CRS011,2026-03-25,Completed
ENR001021,STU00332,CRS003,2025-09-20,Active
ENR001022,STU00332,CRS020,2026-04-08,Active
ENR001023,STU00332,CRS006,2025-08-18,Active
ENR001024,STU00332,CRS011,2025-05-16,Active
ENR001025,STU00333,CRS009,2025-12-25,Dropped
ENR001026,STU00333,CRS015,2026-04-10,Completed
ENR001027,STU00333,CRS012,2025-12-25,Active
ENR001028,STU00333,CRS017,2025-12-25,Active
ENR001029,STU00334,CRS009,2025-07-30,Active
ENR001030,STU00334,CRS003,2025-08-27,Active
ENR001031,STU00335,CRS003,2025-10-31,Dropped
ENR001032,STU00336,CRS018,2025-05-03,Completed
ENR001033,STU00336,CRS002,2025-12-27,Dropped
ENR001034,STU00336,CRS001,2026-02-08,Active
ENR001035,STU00336,CRS013,2025-08-23,Completed
ENR001036,STU00337,CRS013,2026-02-23,Active
ENR001037,STU00338,CRS010,2026-02-24,Completed
ENR001038,STU00338,CRS015,2025-07-09,Active
ENR001039,STU00339,CRS001,2025-12-27,Completed
ENR001040,STU00339,CRS002,2025-09-11,Dropped
ENR001041,STU00340,CRS016,2025-08-08,Dropped
ENR001042,STU00340,CRS015,2025-09-01,Completed
