student_id,course_id,early_avg_time,early_avg_progress,early_modules_attempted,early_avg_score,early_assessments_taken,risk_flag
STU00342,CRS009,5.19,48.33,3,52.0,3,true
STU00342,CRS010,2.43,27.0,3,78.67,3,true
STU00343,CRS001,8.1,49.0,3,54.67,3,true
STU00343,CRS016,4.13,49.0,3,59.0,3,true
STU00343,CRS018,4.18,8.67,3,73.33,3,true
STU00345,CRS014,5.04,53.67,3,55.67,3,true
STU00347,CRS018,5.27,72.67,3,43.67,3,true
STU00348,CRS004,7.05,38.33,3,58.67,3,true
STU00350,CRS004,6.86,58.0,3,47.0,2,true
STU00350,CRS010,1.68,63.5,2,65.67,3,true
STU00351,CRS014,3.4,31.67,3,83.0,3,true
STU00352,CRS002,8.95,67.0,3,58.67,3,true
STU00352,CRS015,4.12,55.33,3,55.0,3,true
STU00353,CRS003,6.63,17.67,3,47.33,3,true
STU00354,CRS004,5.89,17.67,3,56.67,3,true
STU00354,CRS008,6.61,21.67,3,63.0,3,true
STU00354,CRS013,5.65,36.33,3,77.67,3,true
STU00355,CRS004,6.68,53.33,3,55.67,3,true
STU00355,CRS016,2.09,23.33,3,77.33,3,true
STU00356,CRS018,6.83,35.33,3,58.33,3,true
STU00359,CRS001,5.64,35.33,3,68.67,3,true
STU00359,CRS006,3.83,39.67,3,62.0,3,true
STU00360,CRS019,3.33,31.67,3,66.0,3,true
STU00361,CRS020,5.39,13.67,3,84.0,3,true
STU00363,CRS004,5.73,18.67,3,62.0,3,true
STU00364,CRS001,3.29,46.0,3,57.67,3,true
STU00364,CRS007,5.56,57.0,2,53.67,3,true
STU00364,CRS013,7.91,50.67,3,57.67,3,true
STU00364,CRS015,8.66,35.67,3,100.0,1,true
STU00365,CRS007,3.68,39.33,3,84.0,1,true
STU00365,CRS016,4.42,84.0,3,57.0,3,true
STU00365,CRS018,3.43,20.33,3,59.0,3,true
STU00366,CRS006,4.88,24.67,3,67.33,3,true
STU00366,CRS009,4.83,37.67,3,78.67,3,true
STU00367,CRS006,5.8,23.0,3,54.33,3,true
STU00367,CRS017,6.27,35.0,3,69.5,2,true
STU00368,CRS013,4.54,30.0,3,50.33,3,true
STU00374,CRS009,3.01,18.0,3,72.33,3,true
STU00374,CRS016,1.91,62.67,3,68.67,3,true
STU00374,CRS017,6.66,54.0,3,57.0,3,true
STU00375,CRS003,6.22,39.0,3,58.33,3,true
STU00375,CRS016,1.46,88.67,3,78.67,3,true
STU00376,CRS014,6.52,36.67,3,94.0,1,true
STU00377,CRS002,4.68,49.5,2,0.0,0,true
STU00377,CRS003,3.59,59.0,2,59.0,1,true
STU00377,CRS007,3.6,36.33,3,73.67,3,true
STU00377,CRS010,1.9,75.33,3,54.33,3,true
STU00378,CRS008,3.77,62.67,3,57.33,3,true
STU00380,CRS015,4.26,12.33,3,67.67,3,true
STU00380,CRS017,4.39,37.67,3,70.67,3,true
STU00381,CRS007,3.38,49.67,3,56.33,3,true
STU00381,CRS014,2.93,61.67,3,59.67,3,true
STU00382,CRS002,5.36,67.0,1,0.0,0,true
STU00382,CRS013,5.73,50.33,3,47.33,3,true
STU00383,CRS010,6.01,59.5,2,55.0,3,true
STU00384,CRS017,6.64,33.67,3,69.33,3,true
STU00385,CRS012,10.36,11.67,3,67.0,3,true
STU00386,CRS019,3.94,37.33,3,0.0,0,true
STU00387,CRS003,4.46,15.67,3,69.67,3,true
STU00388,CRS002,7.06,35.0,3,63.0,1,true
STU00388,CRS003,6.7,22.0,3,61.33,3,true
STU00388,CRS004,5.51,25.33,3,55.67,3,true
STU00388,CRS013,4.08,20.67,3,55.0,1,true
STU00390,CRS018,3.52,59.0,3,52.0,1,true
STU00391,CRS003,3.34,38.33,3,77.0,2,true
STU00391,CRS015,7.35,42.67,3,48.33,3,true
STU00391,CRS017,5.09,38.67,3,68.0,3,true
STU00396,CRS007,3.9,28.0,2,54.0,1,true
STU00396,CRS008,4.8,13.67,3,60.5,2,true
STU00397,CRS007,4.35,42.0,3,44.67,3,true
STU00397,CRS012,6.04,30.33,3,71.67,3,true
STU00397,CRS014,5.92,43.67,3,55.0,3,true
STU00397,CRS019,3.42,22.0,3,79.67,3,true
STU00398,CRS015,3.33,31.0,1,0.0,0,true
STU00399,CRS003,6.61,34.33,3,62.67,3,true
STU00399,CRS005,6.1,9.67,3,70.67,3,true
STU00400,CRS001,1.01,46.0,1,0.0,0,true
STU00401,CRS001,5.13,32.33,3,63.0,3,true
STU00401,CRS016,3.85,31.0,3,81.33,3,true
STU00403,CRS002,9.25,22.67,3,80.67,3,true
STU00404,CRS001,5.19,89.33,3,53.33,3,true
STU00404,CRS003,1.06,50.0,1,52.0,3,true
STU00404,CRS009,3.72,28.0,2,63.67,3,true
STU00405,CRS008,4.16,35.67,3,63.0,3,true
STU00405,CRS013,1.96,87.0,3,68.67,3,true
STU00406,CRS003,3.87,22.67,3,61.0,3,true
STU00407,CRS008,7.04,64.0,2,56.33,3,true
STU00408,CRS011,6.11,43.33,3,58.67,3,true
STU00408,CRS016,3.74,5.33,3,92.33,3,true
STU00410,CRS008,5.69,57.33,3,55.67,3,true
STU00410,CRS009,4.94,39.33,3,66.67,3,true
STU00410,CRS018,6.93,29.67,3,72.67,3,true
STU00411,CRS014,4.37,28.67,3,69.0,3,true
STU00411,CRS017,5.42,48.33,3,56.67,3,true
STU00412,CRS019,4.32,28.0,3,82.0,3,true
STU00413,CRS006,7.23,59.67,3,59.67,3,true
STU00413,CRS011,2.99,22.5,2,55.0,3,true
STU00413,CRS020,4.21,61.0,3,58.33,3,true
STU00414,CRS001,8.01,94.0,1,0.0,0,true
STU00415,CRS009,4.04,58.33,3,59.67,3,true
STU00417,CRS013,2.22,48.0,3,58.0,3,true
STU00417,CRS016,3.58,32.33,3,74.0,3,true
STU00418,CRS008,6.51,63.0,2,57.33,3,true
STU00418,CRS014,5.41,27.0,3,71.67,3,true
STU00419,CRS016,5.93,26.33,3,72.0,3,true
STU00419,CRS020,4.41,59.33,3,50.33,3,true
STU00420,CRS011,3.85,20.0,3,68.33,3,true
STU00420,CRS013,4.89,38.33,3,62.67,3,true
STU00421,CRS017,6.91,46.67,3,57.0,3,true
STU00423,CRS020,7.07,18.0,3,79.67,3,true
STU00425,CRS018,6.0,35.33,3,58.67,3,true
STU00426,CRS006,4.46,19.5,2,66.33,3,true
STU00426,CRS015,5.05,22.67,3,58.33,3,true
STU00428,CRS003,7.83,65.0,3,56.0,3,true
STU00429,CRS018,6.0,59.67,3,56.0,3,true
STU00432,CRS001,5.57,39.5,2,83.0,1,true
STU00432,CRS015,2.86,34.0,3,84.0,2,true
STU00432,CRS016,1.83,62.0,3,81.33,3,true
STU00433,CRS014,6.14,38.33,3,73.0,3,true
STU00433,CRS015,7.45,48.33,3,57.67,3,true
STU00433,CRS020,5.92,33.33,3,69.0,3,true
STU00434,CRS005,4.33,30.0,3,78.0,3,true
STU00434,CRS006,2.03,38.0,1,90.0,2,true
STU00434,CRS007,4.97,16.67,3,58.33,3,true
STU00435,CRS011,6.27,64.33,3,56.0,3,true
STU00436,CRS018,5.4,29.33,3,67.33,3,true
STU00436,CRS019,4.77,27.0,3,70.0,3,true
STU00438,CRS012,3.53,78.0,3,59.33,3,true
STU00439,CRS011,9.34,60.67,3,52.0,3,true
STU00440,CRS019,2.12,27.67,3,69.0,3,true
STU00441,CRS010,5.06,45.33,3,49.67,3,true
STU00442,CRS016,3.61,38.0,3,60.33,3,true
STU00442,CRS019,2.51,35.67,3,55.67,3,true
STU00446,CRS009,1.73,59.0,3,55.0,3,true
STU00446,CRS010,3.97,44.0,3,52.0,3,true
STU00448,CRS006,6.01,59.33,3,53.0,1,true
STU00448,CRS007,3.86,69.0,3,54.67,3,true
STU00448,CRS011,7.83,17.0,3,71.67,3,true
STU00448,CRS020,7.55,67.0,3,57.0,3,true
STU00449,CRS005,2.51,65.5,2,56.0,2,true
STU00450,CRS011,4.32,55.67,3,59.33,3,true
STU00451,CRS005,5.36,29.0,3,63.67,3,true
STU00452,CRS006,4.86,38.33,3,71.0,3,true
STU00452,CRS013,7.68,17.0,3,71.0,3,true
STU00452,CRS019,3.42,38.33,3,77.33,3,true
STU00453,CRS012,4.91,29.67,3,80.0,3,true
STU00454,CRS012,3.61,24.0,3,65.0,3,true
STU00455,CRS015,2.35,37.67,3,73.0,3,true
STU00456,CRS005,4.85,49.0,3,54.0,3,true
STU00456,CRS016,2.21,9.0,1,56.0,1,true
STU00457,CRS007,2.36,46.33,3,55.67,3,true
STU00458,CRS001,8.12,10.0,1,94.0,1,true
STU00458,CRS002,5.41,66.0,3,51.67,3,true
STU00458,CRS003,2.27,20.33,3,66.33,3,true
STU00458,CRS010,6.92,31.67,3,74.33,3,true
STU00460,CRS007,2.27,19.5,2,70.33,3,true
STU00460,CRS011,3.99,62.5,2,57.67,3,true
STU00461,CRS009,3.92,47.33,3,52.67,3,true
STU00462,CRS012,3.51,33.33,3,65.33,3,true
STU00463,CRS003,4.85,38.0,3,63.67,3,true
STU00463,CRS010,4.37,56.33,3,42.67,3,true
STU00464,CRS002,4.06,8.0,1,0.0,0,true
STU00464,CRS005,3.91,21.33,3,65.0,3,true
STU00465,CRS012,7.23,24.67,3,58.0,3,true
STU00465,CRS019,3.53,54.0,3,57.0,3,true
STU00466,CRS003,6.7,25.33,3,68.67,3,true
STU00466,CRS005,5.01,35.67,3,70.0,3,true
STU00466,CRS019,1.47,45.0,3,68.67,3,true
STU00467,CRS009,6.07,59.67,3,52.0,3,true
STU00469,CRS005,5.78,57.33,3,49.67,3,true
STU00469,CRS006,5.24,42.67,3,53.67,3,true
STU00470,CRS015,5.72,35.0,3,92.67,3,true
STU00470,CRS018,4.13,38.33,3,58.33,3,true
STU00472,CRS008,11.87,29.0,3,70.33,3,true
STU00473,CRS019,2.43,18.0,2,0.0,0,true
STU00474,CRS002,5.87,18.0,3,77.33,3,true
STU00474,CRS011,1.48,28.0,2,70.67,3,true
STU00474,CRS016,5.8,78.0,1,55.33,3,true
STU00475,CRS005,4.84,30.67,3,65.67,3,true
STU00476,CRS015,4.7,31.0,3,83.67,3,true
STU00476,CRS018,8.26,16.67,3,77.33,3,true
STU00477,CRS012,4.19,66.67,3,50.33,3,true
STU00477,CRS014,5.37,20.0,3,58.33,3,true
STU00478,CRS002,5.2,13.0,3,62.67,3,true
STU00480,CRS001,7.32,42.67,3,49.0,3,true
STU00480,CRS004,4.79,12.0,3,83.67,3,true
STU00480,CRS010,2.9,73.0,3,58.33,3,true
STU00481,CRS013,3.19,38.33,3,73.0,3,true
STU00481,CRS019,5.17,0.0,1,0.0,0,true
STU00481,CRS020,5.75,34.33,3,69.67,3,true
STU00482,CRS018,2.1,76.0,1,0.0,0,true
STU00483,CRS005,2.33,15.33,3,69.67,3,true
STU00484,CRS003,3.73,38.67,3,47.33,3,true
STU00484,CRS005,4.26,82.0,1,0.0,0,true
STU00484,CRS014,5.27,35.67,3,72.67,3,true
STU00485,CRS006,4.65,29.67,3,55.0,3,true
STU00485,CRS014,6.57,57.67,3,56.0,3,true
STU00485,CRS015,4.84,57.33,3,54.0,3,true
STU00487,CRS002,5.07,22.67,3,72.67,3,true
STU00487,CRS016,3.78,41.0,3,55.0,3,true
STU00487,CRS020,5.34,37.67,3,61.67,3,true
STU00488,CRS005,4.02,36.0,3,65.33,3,true
STU00489,CRS003,7.64,22.0,3,60.67,3,true
STU00489,CRS015,5.39,38.33,3,78.0,3,true
STU00489,CRS017,6.0,6.0,3,74.0,3,true
STU00489,CRS018,6.4,62.67,3,55.0,3,true
STU00490,CRS002,10.66,29.0,3,59.67,3,true
STU00490,CRS010,4.0,26.33,3,67.33,3,true
STU00491,CRS006,6.55,31.67,3,57.33,3,true
STU00492,CRS006,4.87,40.0,3,59.0,3,true
STU00492,CRS009,7.52,38.0,3,77.0,3,true
STU00492,CRS016,1.57,68.33,3,78.33,3,true
STU00493,CRS017,2.67,73.5,2,0.0,0,true
STU00494,CRS020,5.4,22.0,3,72.0,3,true
STU00496,CRS005,6.22,42.67,3,42.33,3,true
STU00496,CRS006,4.72,37.0,3,47.0,3,true
STU00496,CRS009,4.08,43.33,3,55.67,3,true
STU00496,CRS012,7.1,55.0,3,52.0,3,true
STU00496,CRS015,2.63,31.0,3,59.33,3,true
STU00497,CRS005,8.22,29.33,3,62.0,3,true
STU00498,CRS014,2.29,37.0,1,0.0,0,true
STU00500,CRS010,5.3,81.0,3,53.0,3,true
STU00500,CRS016,3.65,28.33,3,76.0,3,true
STU00068,CRS004,3.09,60.5,2,51.33,3,true
STU00113,CRS008,7.21,32.67,3,55.67,3,true
STU00128,CRS006,4.4,39.0,3,80.33,3,true
STU00146,CRS002,4.8,17.0,3,55.5,2,true
STU00195,CRS007,3.36,36.33,3,55.33,3,true
STU00216,CRS005,5.94,12.67,3,66.67,3,true
STU00233,CRS006,2.65,25.0,3,59.0,3,true
STU00237,CRS001,5.47,34.67,3,56.0,3,true
STU00258,CRS003,2.39,29.0,3,60.0,3,true
STU00346,CRS003,5.94,28.67,3,61.67,3,true
STU00403,CRS006,4.56,19.0,2,54.0,3,true
STU00498,CRS016,1.46,43.33,3,70.67,3,true
